TIMM10B	XM_054187727.1#TIMM10B
TRMT6	XM_054196160.1#TRMT6
RUNX2	XM_054194645.1#RUNX2
CYSLTR2	XM_054188849.1#CYSLTR2
LOC128912428	XM_054208272.1#LOC128912428
ANGPTL7	XM_054222266.1#ANGPTL7
LOC128910726	XM_054204315.1#LOC128910726
SEMA3C	XM_054215828.1#SEMA3C
LITAF	XM_054212594.1#LITAF
ADGRL3	XM_054202410.1#ADGRL3
SFXN3	XM_054206842.1#SFXN3
MAPK9	XM_054217250.1#MAPK9
ATF7IP	XM_054199124.1#ATF7IP
INPP5A	XM_054204457.1#INPP5A
NICN1	XM_054215784.1#NICN1
NDUFB9	XM_054190635.1#NDUFB9
SIRT5	XM_054189551.1#SIRT5
CCDC112	XM_054186167.1#CCDC112
SLC44A2	XM_054183440.1#SLC44A2
MAPK8IP3	XM_054210504.1#MAPK8IP3
EXTL1	XM_054223958.1#EXTL1
CELF5	XM_054182157.1#CELF5
SDR16C5	XM_054192364.1#SDR16C5
SLMAP	XM_054215712.1#SLMAP
ITM2B	XM_054188850.1#ITM2B
UBTF	XM_054224298.1#UBTF
PLEKHS1	XM_054206474.1#PLEKHS1
PPFIBP1	XM_054187549.1#PPFIBP1
RNF152	XM_054190426.1#RNF152
DAP3	XM_054182972.1#DAP3
NAPEPLD	XM_054209393.1#NAPEPLD
LOC128907641	XM_054196788.1#LOC128907641
TENT5C	XM_054188080.1#TENT5C
HERC4	XM_054204661.1#HERC4
TMPO	XM_054207127.1#TMPO
LOC128903472	XM_054187485.1#LOC128903472
PLA2G4F	XM_054198784.1#PLA2G4F
LOC128906919	XM_054195055.1#LOC128906919
XPNPEP1	XM_054204582.1#XPNPEP1
PRMT8	XM_054218284.1#PRMT8
CBX5	XM_054187711.1#CBX5
DEPDC1	XM_054213221.1#DEPDC1
RIMBP2	XM_054219309.1#RIMBP2
MSGN1	XM_054196922.1#MSGN1
ILF2	XM_054182785.1#ILF2
MFF	XM_054205460.1#MFF
KLB	XM_054202132.1#KLB
LOC128908058	XM_054197557.1#LOC128908058
RCC1	XM_054223899.1#RCC1
LOC128913423	XM_054210964.1#LOC128913423
ARHGEF28	XM_054184773.1#ARHGEF28
POU1F1	XM_054220977.1#POU1F1
CRYBB2	XM_054219081.1#CRYBB2
LOC128900921	XM_054182579.1#LOC128900921
FSCN2	XM_054221752.1#FSCN2
TAF9B	XM_054214967.1#TAF9B
MUSK	XM_054186931.1#MUSK
PTMA	XM_054206802.1#PTMA
RGS9	XM_054221920.1#RGS9
LOC128903020	XM_054186891.1#LOC128903020
DEPDC1B	XM_054186974.1#DEPDC1B
GRIK2	XM_054195142.1#GRIK2
COMMD6	XM_054189084.1#COMMD6
LARP1	XM_054216950.1#LARP1
CHAF1A	XM_054182081.1#CHAF1A
SORBS3	XM_054225021.1#SORBS3
EIF3G	XM_054183457.1#EIF3G
LOC128900947	XM_054182642.1#LOC128900947
ERC1	XM_054188990.1#ERC1
STARD9	XM_054198160.1#STARD9
ADAM15	XM_054182717.1#ADAM15
PARP6	XM_054214776.1#PARP6
CD59	XM_054201298.1#CD59
SGO2	XM_054209852.1#SGO2
HECW2	XM_054210353.1#HECW2
MCF2L2	XM_054205523.1#MCF2L2
EMX2	XM_054206209.1#EMX2
MEI4	XM_054195953.1#MEI4
SHH	XM_054191714.1#SHH
GPAM	XM_054204955.1#GPAM
DICER1	XM_054198604.1#DICER1
STAM2	XM_054208791.1#STAM2
CBLL1	XM_054213048.1#CBLL1
NUDT17	XM_054182533.1#NUDT17
ELK3	XM_054224750.1#ELK3
FUBP1	XM_054212104.1#FUBP1
LOC128914111	XM_054212685.1#LOC128914111
GHRH	XM_054218731.1#GHRH
UPF2	XM_054191676.1#UPF2
DYRK3	XM_054181317.1#DYRK3
DRD3	XM_054214187.1#DRD3
EWSR1	XM_054219452.1#EWSR1
PTPRA	XM_054202220.1#PTPRA
F5	XM_054187989.1#F5
CNGA1	XM_054204237.1#CNGA1
NPAS3	XM_054200332.1#NPAS3
RAB11FIP3	XM_054211054.1#RAB11FIP3
TNNT3	XM_054198081.1#TNNT3
PRKCH	XM_054200116.1#PRKCH
SALL4	XM_054218858.1#SALL4
TNIK	XM_054205386.1#TNIK
RXRG	XM_054213005.1#RXRG
PLGRKT	XM_054186406.1#PLGRKT
LOC128908630	XM_054199280.1#LOC128908630
LOC128909215	XM_054200568.1#LOC128909215
TCF7L2	XM_054207140.1#TCF7L2
INTS1	XM_054211116.1#INTS1
KAT2B	XM_054190284.1#KAT2B
LOC128903303	XM_054187319.1#LOC128903303
LOC128912880	XM_054209608.1#LOC128912880
ZNF131	XM_054186285.1#ZNF131
TCF3	XM_054182367.1#TCF3
RAPGEFL1	XM_054187529.1#RAPGEFL1
ZNG1A	XM_054184712.1#ZNG1A
DUSP15	XM_054218405.1#DUSP15
PRLHR	XM_054207250.1#PRLHR
HCFC2	XM_054213140.1#HCFC2
TRIM9	XM_054199360.1#TRIM9
CDC42BPA	XM_054194343.1#CDC42BPA
CADM2	XM_054204867.1#CADM2
ERI3	XM_054212761.1#ERI3
ESYT3	XM_054207732.1#ESYT3
INPP5D	XM_054206567.1#INPP5D
PUM1	XM_054223906.1#PUM1
LOC128904905	XM_054189905.1#LOC128904905
ZFYVE21	XM_054198034.1#ZFYVE21
CDC42EP2	XM_054184007.1#CDC42EP2
PA2G4	XM_054187132.1#PA2G4
ABCA2	XM_054220566.1#ABCA2
ACTR8	XM_054215894.1#ACTR8
LOC128915787	XM_054216563.1#LOC128915787
MCCC1	XM_054204694.1#MCCC1
SCARB1	XM_054219822.1#SCARB1
CTNNB1	XM_054190821.1#CTNNB1
GPR39	XM_054208455.1#GPR39
DRAM2	XM_054181505.1#DRAM2
C5H4orf19	XM_054204172.1#C5H4orf19
LOC128904640	XM_054189295.1#LOC128904640
LOC128917789	XM_054221280.1#LOC128917789
ANKRD16	XM_054188629.1#ANKRD16
RBFOX1	XM_054212207.1#RBFOX1
BRMS1L	XM_054200120.1#BRMS1L
XPO1	XM_054194315.1#XPO1
NDUFAF1	XM_054197609.1#NDUFAF1
CDK13	XM_054192189.1#CDK13
TMEM132C	XM_054220005.1#TMEM132C
BEST3	XM_054187908.1#BEST3
CDKN1C	XM_054200036.1#CDKN1C
FAM81B	XM_054185672.1#FAM81B
LOC128919495	XM_054224793.1#LOC128919495
SMNDC1	XM_054204588.1#SMNDC1
ZNF142	XM_054210050.1#ZNF142
HSPA4L	XM_054203698.1#HSPA4L
CASC3	XM_054187532.1#CASC3
ABI3BP	XM_054188140.1#ABI3BP
NPTN	XM_054214129.1#NPTN
SRSF11	XM_054212185.1#SRSF11
LOC128908882	XM_054199846.1#LOC128908882
LOC128919013	XM_054223957.1#LOC128919013
NRBP1	XM_054195032.1#NRBP1
SLC13A2	XM_054208557.1#SLC13A2
FGF20	XM_054203128.1#FGF20
HIKESHI	XM_054220345.1#HIKESHI
LOC128917240	XM_054219949.1#LOC128917240
TADA1	XM_054210663.1#TADA1
GLE1	XM_054220892.1#GLE1
PKP4	XM_054209426.1#PKP4
LOC128901944	XM_054184131.1#LOC128901944
ADPRHL1	XM_054185160.1#ADPRHL1
STMN4	XM_054195569.1#STMN4
PDGFA	XM_054212405.1#PDGFA
PNPLA8	XM_054194266.1#PNPLA8
RAD54L	XM_054211612.1#RAD54L
OSBPL9	XM_054211644.1#OSBPL9
LOC128900095	XM_054180865.1#LOC128900095
CAV3	XM_054216423.1#CAV3
UNC13A	XM_054181894.1#UNC13A
SLC25A13	XM_054191359.1#SLC25A13
DNAJC5G	XM_054197046.1#DNAJC5G
ANKRD54	XM_054212640.1#ANKRD54
CDR2	XM_054212343.1#CDR2
DAZAP1	XM_054181684.1#DAZAP1
BOLA3	XM_054180913.1#BOLA3
MARK1	XM_054195824.1#MARK1
U2SURP	XM_054204915.1#U2SURP
EHBP1	XM_054194437.1#EHBP1
IFT22	XM_054209278.1#IFT22
PRKAA2	XM_054212796.1#PRKAA2
KDM2B	XM_054219210.1#KDM2B
LOC128901987	XM_054184231.1#LOC128901987
TNFAIP8	XM_054185943.1#TNFAIP8
PTCHD1	XM_054186387.1#PTCHD1
OAF	XM_054223224.1#OAF
ASB11	XM_054187917.1#ASB11
CRHR2	XM_054192195.1#CRHR2
RAB3IL1	XM_054198512.1#RAB3IL1
PHF21A	XM_054198110.1#PHF21A
LOC128910598	XM_054204029.1#LOC128910598
INPP4A	XM_054212473.1#INPP4A
SRPK1	XM_054181138.1#SRPK1
LOC128919412	XM_054224734.1#LOC128919412
ANKIB1	XM_054192779.1#ANKIB1
LRR1	XM_054200452.1#LRR1
CCDC9B	XM_054201129.1#CCDC9B
SF3B4	XM_054182750.1#SF3B4
CMTR2	XM_054199111.1#CMTR2
UCKL1	XM_054218009.1#UCKL1
RSL1D1	XM_054212955.1#RSL1D1
RGS13	XM_054213039.1#RGS13
PLEKHA7	XM_054198358.1#PLEKHA7
RERE	XM_054222253.1#RERE
GRIP2	XM_054216561.1#GRIP2
TMEM127	XM_054224936.1#TMEM127
ANKRD52	XM_054187193.1#ANKRD52
LOC128900603	XM_054181933.1#LOC128900603
NUP54	XM_054202391.1#NUP54
DOK5	XM_054218792.1#DOK5
LOC128903072	XM_054186977.1#LOC128903072
ATP9B	XM_054192860.1#ATP9B
LOC128914170	XM_054212828.1#LOC128914170
COMMD4	XM_054213883.1#COMMD4
TNFRSF18	XM_054222778.1#TNFRSF18
LOC128901250	XM_054183109.1#LOC128901250
KDM6A	XM_054211959.1#KDM6A
ACAD8	XM_054222993.1#ACAD8
LOC128918414	XM_054222600.1#LOC128918414
CHRM4	XM_054199575.1#CHRM4
ZNHIT3	XM_054210373.1#ZNHIT3
RBBP6	XM_054210636.1#RBBP6
LOC128915897	XM_054216794.1#LOC128915897
LOC128903399	XM_054187415.1#LOC128903399
LOC128908125	XM_054197717.1#LOC128908125
RAP2A	XM_054219994.1#RAP2A
TRIM9	XM_054199364.1#TRIM9
HMBOX1	XM_054194276.1#HMBOX1
RHEBL1	XM_054183039.1#RHEBL1
SFSWAP	XM_054219245.1#SFSWAP
SCARB2	XM_054203225.1#SCARB2
TFG	XM_054188160.1#TFG
ARPC5	XM_054212792.1#ARPC5
MEGF6	XM_054222108.1#MEGF6
LOC128900930	XM_054182620.1#LOC128900930
PRKCI	XM_054204380.1#PRKCI
MOB2	XM_054197595.1#MOB2
RNF44	XM_054217469.1#RNF44
KMT2C	XM_054193135.1#KMT2C
KLHDC8A	XM_054181537.1#KLHDC8A
EXOC7	XM_054221434.1#EXOC7
FANCM	XM_054198447.1#FANCM
RAPGEF2	XM_054204346.1#RAPGEF2
RPS6KA2	XM_054196928.1#RPS6KA2
LOC128908838	XM_054199741.1#LOC128908838
LOC128900634	XM_054182014.1#LOC128900634
SH3PXD2A	XM_054205002.1#SH3PXD2A
TBX5	XM_054220081.1#TBX5
MYPN	XM_054204650.1#MYPN
TBC1D23	XM_054188370.1#TBC1D23
ZAR1L	XM_054183887.1#ZAR1L
IWS1	XM_054207442.1#IWS1
PRDM4	XM_054219783.1#PRDM4
NSMAF	XM_054190376.1#NSMAF
PSMA4	XM_054215539.1#PSMA4
SPATA22	XM_054207870.1#SPATA22
HNRNPA2B1	XM_054192513.1#HNRNPA2B1
LOC128909590	XM_054201483.1#LOC128909590
UBAP2L	XM_054182446.1#UBAP2L
HEXD	XM_054221459.1#HEXD
PHF12	XM_054208431.1#PHF12
KIF21A	XM_054218410.1#KIF21A
CEP350	XM_054212864.1#CEP350
SMCHD1	XM_054192681.1#SMCHD1
SLC4A1	XM_054224275.1#SLC4A1
LOC128901963	XM_054184176.1#LOC128901963
NUP54	XM_054202390.1#NUP54
SAP130	XM_054206052.1#SAP130
SPOCK2	XM_054205746.1#SPOCK2
LOC128900977	XM_054182679.1#LOC128900977
DDX41	XM_054216940.1#DDX41
GKAP1	XM_054186578.1#GKAP1
EPHA4	XM_054206524.1#EPHA4
NAA35	XM_054186823.1#NAA35
EBAG9	XM_054190003.1#EBAG9
LOC128918343	XM_054222443.1#LOC128918343
MEIG1	XM_054187313.1#MEIG1
LOC128903470	XM_054187481.1#LOC128903470
LYVE1	XM_054200164.1#LYVE1
LOC128909648	XM_054201599.1#LOC128909648
SEC31B	XM_054205708.1#SEC31B
ABCF2	XM_054192136.1#ABCF2
ENO2	XM_054188251.1#ENO2
FMNL3	XM_054183237.1#FMNL3
UBP1	XM_054193605.1#UBP1
PHF5A	XM_054194882.1#PHF5A
MEIKIN	XM_054217833.1#MEIKIN
LOC128910490	XM_054203790.1#LOC128910490
BBX	XM_054190574.1#BBX
TP53BP1	XM_054214007.1#TP53BP1
TULP4	XM_054194507.1#TULP4
XRCC2	XM_054193144.1#XRCC2
RADIL	XM_054212518.1#RADIL
LOC128915717	XM_054216451.1#LOC128915717
PPP1R13B	XM_054198027.1#PPP1R13B
LOC128905122	XM_054190609.1#LOC128905122
NUP188	XM_054220723.1#NUP188
SNAPC4	XM_054220137.1#SNAPC4
PKIB	XM_054195720.1#PKIB
BLTP1	XM_054204324.1#BLTP1
LOC128912988	XM_054209840.1#LOC128912988
ATG2B	XM_054200815.1#ATG2B
TRIM9	XM_054199362.1#TRIM9
GRIA3	XM_054214870.1#GRIA3
XM_054213841.1	XM_054213841.1#APLN
LRP11	XM_054194420.1#LRP11
WDR45B	XM_054221575.1#WDR45B
NOS1AP	XM_054211211.1#NOS1AP
DCUN1D2	XM_054186246.1#DCUN1D2
LOC128916745	XM_054218763.1#LOC128916745
HYCC1	XM_054191168.1#HYCC1
NDUFAF7	XM_054197447.1#NDUFAF7
KDM6A	XM_054211924.1#KDM6A
LOC128919445	XM_054224771.1#LOC128919445
UPP1	XM_054193328.1#UPP1
R3HDM2	XM_054183253.1#R3HDM2
TMOD1	XM_054185884.1#TMOD1
AMT	XM_054215779.1#AMT
CLSTN3	XM_054183147.1#CLSTN3
AP2A2	XM_054198417.1#AP2A2
CKAP5	XM_054197943.1#CKAP5
SNAP91	XM_054196041.1#SNAP91
DROSHA	XM_054189811.1#DROSHA
ACSL1	XM_054201889.1#ACSL1
PLEKHG1	XM_054194417.1#PLEKHG1
PDGFRL	XM_054203665.1#PDGFRL
SCIN	XM_054192800.1#SCIN
RANBP10	XM_054201472.1#RANBP10
PPP3CA	XM_054202109.1#PPP3CA
LOC128912730	XM_054209156.1#LOC128912730
PHF2	XM_054216827.1#PHF2
ITGB1BP1	XM_054193959.1#ITGB1BP1
LOC128903123	XM_054187065.1#LOC128903123
ERBIN	XM_054185233.1#ERBIN
ARHGAP12	XM_054190067.1#ARHGAP12
LOC128919645	XM_054225041.1#LOC128919645
CDKL2	XM_054204138.1#CDKL2
WWP2	XM_054198586.1#WWP2
C2H8orf76	XM_054191101.1#C2H8orf76
RADIL	XM_054212516.1#RADIL
GK	XM_054223923.1#GK
PHF2	XM_054216829.1#PHF2
TTN	XM_054210383.1#TTN
MPC1	XM_054196943.1#MPC1
PLA2G15	XM_054198928.1#PLA2G15
FGL2	XM_054199667.1#FGL2
DPYSL2	XM_054224823.1#DPYSL2
TRIM2	XM_054202843.1#TRIM2
RBKS	XM_054196547.1#RBKS
PHLPP2	XM_054198279.1#PHLPP2
FAS	XM_054206798.1#FAS
WNK1	XM_054185004.1#WNK1
LOC128908257	XM_054198071.1#LOC128908257
ORC3	XM_054196319.1#ORC3
CSMD2	XM_054223614.1#CSMD2
TMEM38A	XM_054182351.1#TMEM38A
TMEM117	XM_054187323.1#TMEM117
PLEKHA7	XM_054198359.1#PLEKHA7
SH3PXD2A	XM_054205000.1#SH3PXD2A
PITPNM2	XM_054220116.1#PITPNM2
ANKRD33B	XM_054191320.1#ANKRD33B
FBXW11	XM_054216891.1#FBXW11
RSRC2	XM_054219265.1#RSRC2
XKR7	XM_054218409.1#XKR7
PALM	XM_054182161.1#PALM
ACTR2	XM_054195619.1#ACTR2
APC	XM_054184686.1#APC
GDE1	XM_054211581.1#GDE1
ATN1	XM_054188240.1#ATN1
DCTN1	XM_054201795.1#DCTN1
GLDN	XM_054214263.1#GLDN
RAB15	XM_054201581.1#RAB15
CACNA1A	XM_054183411.1#CACNA1A
LOC128914944	XM_054214675.1#LOC128914944
ERCC1	XM_054183911.1#ERCC1
NKX1-1	XM_054203129.1#NKX1-1
DDI2	XM_054222235.1#DDI2
LOC128903529	XM_054187538.1#LOC128903529
UBIAD1	XM_054222524.1#UBIAD1
DHH	XM_054183323.1#DHH
REXO4	XM_054220703.1#REXO4
MTSS1	XM_054189761.1#MTSS1
LOC128907941	XM_054197356.1#LOC128907941
PKNOX1	XM_054188484.1#PKNOX1
MAP4K4	XM_054219358.1#MAP4K4
LOC128902043	XM_054184368.1#LOC128902043
CNBP	XM_054216759.1#CNBP
PALM2AKAP2	XM_054186716.1#PALM2AKAP2
OLFM3	XM_054213242.1#OLFM3
LOC128901052	XM_054182813.1#LOC128901052
RSPH14	XM_054220045.1#RSPH14
DUSP23	XM_054182680.1#DUSP23
ST3GAL4	XM_054223005.1#ST3GAL4
LOC128911755	XM_054207110.1#LOC128911755
AFDN	XM_054194624.1#AFDN
HUS1	XM_054192582.1#HUS1
SPIDR	XM_054189356.1#SPIDR
NRXN1	XM_054193699.1#NRXN1
FOXB2	XM_054186472.1#FOXB2
RADX	XM_054215692.1#RADX
MAX	XM_054197720.1#MAX
DMD	XM_054189205.1#DMD
ATP5F1D	XM_054182298.1#ATP5F1D
PDZD2	XM_054185693.1#PDZD2
ABLIM1	XM_054205867.1#ABLIM1
AKAP13	XM_054213435.1#AKAP13
TRIAP1	XM_054219391.1#TRIAP1
MINDY4	XM_054192669.1#MINDY4
SCAF8	XM_054195019.1#SCAF8
KCNJ2	XM_054221930.1#KCNJ2
RND3	XM_054209832.1#RND3
VGLL3	XM_054181921.1#VGLL3
ARHGEF12	XM_054223095.1#ARHGEF12
LDHB	XM_054187877.1#LDHB
UBA3	XM_054216636.1#UBA3
TNFSF10	XM_054205555.1#TNFSF10
GTPBP6	XM_054188965.1#GTPBP6
NR1H3	XM_054198726.1#NR1H3
CHAF1B	XM_054182454.1#CHAF1B
PAXBP1	XM_054193727.1#PAXBP1
TMEM50A	XM_054223364.1#TMEM50A
WDR93	XM_054215435.1#WDR93
DVL3	XM_054205915.1#DVL3
LOC128902196	XM_054184687.1#LOC128902196
CTBP1	XM_054203056.1#CTBP1
R3HDM1	XM_054207906.1#R3HDM1
CTNND1	XM_054197655.1#CTNND1
NEUROG1	XM_054217704.1#NEUROG1
HUNK	XM_054188555.1#HUNK
QRSL1	XM_054194813.1#QRSL1
CKM	XM_054183789.1#CKM
TMEM237	XM_054209986.1#TMEM237
TRDMT1	XM_054192494.1#TRDMT1
HEPH	XM_054214193.1#HEPH
CD247	XM_054180965.1#CD247
GRIN3B	XM_054182100.1#GRIN3B
TNIK	XM_054205385.1#TNIK
RFTN2	XM_054209356.1#RFTN2
LOC128918961	XM_054223859.1#LOC128918961
UBXN6	XM_054182082.1#UBXN6
LOC128902646	XM_054186001.1#LOC128902646
FBXO47	XM_054224808.1#FBXO47
ERCC6L2	XM_054184962.1#ERCC6L2
DNM3	XM_054210651.1#DNM3
LOC128912588	XM_054208792.1#LOC128912588
LOC128910568	XM_054203963.1#LOC128910568
CD6	XM_054201549.1#CD6
LOC128902022	XM_054184300.1#LOC128902022
GINS2	XM_054201240.1#GINS2
PDLIM2	XM_054225013.1#PDLIM2
CEP350	XM_054212865.1#CEP350
SOX6	XM_054200759.1#SOX6
VPS33B	XM_054213891.1#VPS33B
LOC128901578	XM_054183660.1#LOC128901578
LOC128911076	XM_054205329.1#LOC128911076
LOC128917548	XM_054220800.1#LOC128917548
PDCD6IP	XM_054190898.1#PDCD6IP
PTPRD	XM_054186468.1#PTPRD
LOC128916007	XM_054217103.1#LOC128916007
LOC128901136	XM_054182943.1#LOC128901136
CNKSR2	XM_054211269.1#CNKSR2
LOC128901915	XM_054184060.1#LOC128901915
KCNK18	XM_054205502.1#KCNK18
DHX57	XM_054194638.1#DHX57
RSPO2	XM_054191642.1#RSPO2
TAS1R1	XM_054222182.1#TAS1R1
MRPS25	XM_054216407.1#MRPS25
IRX4	XM_054191845.1#IRX4
ANKS1B	XM_054199351.1#ANKS1B
LLGL2	XM_054221519.1#LLGL2
MTG1	XM_054205155.1#MTG1
POLB	XM_054224901.1#POLB
LOC128903076	XM_054186982.1#LOC128903076
STK32A	XM_054217437.1#STK32A
AARSD1	XM_054224333.1#AARSD1
DYNC1H1	XM_054198116.1#DYNC1H1
FAM53A	XM_054202399.1#FAM53A
WWC1	XM_054217511.1#WWC1
STIMATE	XM_054215917.1#STIMATE
TSC22D2	XM_054206398.1#TSC22D2
SLC16A1	XM_054181215.1#SLC16A1
GNPDA2	XM_054202518.1#GNPDA2
LOC128900543	XM_054181808.1#LOC128900543
LPXN	XM_054197679.1#LPXN
CYLD	XM_054199762.1#CYLD
GAMT	XM_054182228.1#GAMT
ADGRB3	XM_054196750.1#ADGRB3
LOC128902727	XM_054186188.1#LOC128902727
SEL1L3	XM_054202023.1#SEL1L3
LOC128901185	XM_054183022.1#LOC128901185
MYCBP2	XM_054209735.1#MYCBP2
TNNC1	XM_054216700.1#TNNC1
LOC128900549	XM_054181817.1#LOC128900549
HS3ST5	XM_054196733.1#HS3ST5
PDK1	XM_054209166.1#PDK1
LOC128903081	XM_054186986.1#LOC128903081
LOC128919285	XM_054224498.1#LOC128919285
UBE2E3	XM_054209122.1#UBE2E3
DOCK10	XM_054205105.1#DOCK10
LOC128919018	XM_054223964.1#LOC128919018
PTP4A3	XM_054192288.1#PTP4A3
SSTR3	XM_054207931.1#SSTR3
FBXO9	XM_054195152.1#FBXO9
RAB25	XM_054182992.1#RAB25
CARMIL1	XM_054190030.1#CARMIL1
BCAS2	XM_054181558.1#BCAS2
HBS1L	XM_054193821.1#HBS1L
SPATA6L	XM_054187058.1#SPATA6L
RNF26	XM_054223172.1#RNF26
EFHC1	XM_054196631.1#EFHC1
ACO1	XM_054185079.1#ACO1
LOC128919188	XM_054224330.1#LOC128919188
MAP4K3	XM_054193876.1#MAP4K3
DGKH	XM_054190275.1#DGKH
LOC128911870	XM_054207386.1#LOC128911870
LINGO1	XM_054215350.1#LINGO1
TFPI	XM_054209067.1#TFPI
SC5D	XM_054223077.1#SC5D
GPR155	XM_054209477.1#GPR155
LOC128919251	XM_054224459.1#LOC128919251
RHBDF1	XM_054213180.1#RHBDF1
RBM5	XM_054216104.1#RBM5
FAM174C	XM_054181736.1#FAM174C
ITGA7	XM_054187114.1#ITGA7
CEMIP2	XM_054184771.1#CEMIP2
LOC128900815	XM_054182335.1#LOC128900815
TRIM54	XM_054197045.1#TRIM54
CLASP2	XM_054193575.1#CLASP2
USP18	XM_054221500.1#USP18
PKP2	XM_054187907.1#PKP2
ELMOD3	XM_054225114.1#ELMOD3
PBX3	XM_054220564.1#PBX3
INSM1	XM_054195836.1#INSM1
CNOT6	XM_054217338.1#CNOT6
FOXB1	XM_054214882.1#FOXB1
LOC128908903	XM_054199891.1#LOC128908903
RC3H1	XM_054211190.1#RC3H1
LOC128905945	XM_054192633.1#LOC128905945
ZRANB3	XM_054207976.1#ZRANB3
PICALM	XM_054188881.1#PICALM
TOP3A	XM_054210788.1#TOP3A
BCL2L13	XM_054189577.1#BCL2L13
C1GALT1	XM_054191913.1#C1GALT1
PHC3	XM_054204373.1#PHC3
CEP170B	XM_054200286.1#CEP170B
SNAP91	XM_054196040.1#SNAP91
BTBD10	XM_054198681.1#BTBD10
ARL6	XM_054188768.1#ARL6
ARMC8	XM_054206636.1#ARMC8
PEX5L	XM_054207374.1#PEX5L
FBXL15	XM_054205834.1#FBXL15
TTC7A	XM_054195000.1#TTC7A
LOC128900983	XM_054182691.1#LOC128900983
LOC128904906	XM_054189908.1#LOC128904906
ATP9B	XM_054192857.1#ATP9B
TSNARE1	XM_054191280.1#TSNARE1
MAP1S	XM_054182322.1#MAP1S
RAD52	XM_054185083.1#RAD52
LOC128914803	XM_054214405.1#LOC128914803
SH2D1A	XM_054215393.1#SH2D1A
PTCH1	XM_054185292.1#PTCH1
C2H8orf88	XM_054193305.1#C2H8orf88
LOC128904793	XM_054189517.1#LOC128904793
DLL4	XM_054201040.1#DLL4
SLC39A12	XM_054193287.1#SLC39A12
C19H17orf113	XM_054224097.1#C19H17orf113
STXBP4	XM_054221660.1#STXBP4
DLC1	XM_054201885.1#DLC1
SUMO1	XM_054209102.1#SUMO1
AQP1	XM_054192601.1#AQP1
DIXDC1	XM_054223203.1#DIXDC1
RSPO4	XM_054218834.1#RSPO4
PPIP5K1	XM_054214511.1#PPIP5K1
AFG1L	XM_054196373.1#AFG1L
ANKLE1	XM_054181965.1#ANKLE1
RASL10B	XM_054208302.1#RASL10B
SRGAP1	XM_054182416.1#SRGAP1
DLX5	XM_054192533.1#DLX5
SENP1	XM_054183233.1#SENP1
SUDS3	XM_054219355.1#SUDS3
CNNM4	XM_054180791.1#CNNM4
SYNRG	XM_054209238.1#SYNRG
KCNMA1	XM_054204517.1#KCNMA1
TMEM132C	XM_054220006.1#TMEM132C
TTLL12	XM_054199482.1#TTLL12
C1QA	XM_054222678.1#C1QA
PPM1L	XM_054204424.1#PPM1L
LOC128902547	XM_054185753.1#LOC128902547
MICU1	XM_054207541.1#MICU1
CD6	XM_054201548.1#CD6
NAA40	XM_054183984.1#NAA40
CELF2	XM_054187183.1#CELF2
PCYT2	XM_054221635.1#PCYT2
LOC128910207	XM_054203162.1#LOC128910207
SLC51B	XM_054215645.1#SLC51B
ADAMTSL3	XM_054213632.1#ADAMTSL3
LOC128918727	XM_054223281.1#LOC128918727
LRP4	XM_054197946.1#LRP4
AIDA	XM_054195322.1#AIDA
AGPAT4	XM_054193820.1#AGPAT4
MBNL2	XM_054198554.1#MBNL2
LRRFIP1	XM_054208101.1#LRRFIP1
LCTL	XM_054214542.1#LCTL
LOC128903156	XM_054187101.1#LOC128903156
LOC128917036	XM_054219540.1#LOC128917036
ETHE1	XM_054183639.1#ETHE1
UFD1	XM_054219901.1#UFD1
MARK3	XM_054201315.1#MARK3
ING2	XM_054202486.1#ING2
CACNG1	XM_054221195.1#CACNG1
PHLDB2	XM_054189091.1#PHLDB2
MKRN1	XM_054189244.1#MKRN1
SLC9A7	XM_054196953.1#SLC9A7
PHLDB1	XM_054222926.1#PHLDB1
USP20	XM_054220805.1#USP20
IST1	XM_054199503.1#IST1
PIP4P2	XM_054192133.1#PIP4P2
XPO5	XM_054194121.1#XPO5
ROBO2	XM_054205925.1#ROBO2
LOC128906222	XM_054193212.1#LOC128906222
CHADL	XM_054188512.1#CHADL
PBX4	XM_054183486.1#PBX4
ACTR5	XM_054218178.1#ACTR5
PPEF2	XM_054202393.1#PPEF2
LOC128911067	XM_054205318.1#LOC128911067
NPRL3	XM_054210828.1#NPRL3
LOC128913343	XM_054210701.1#LOC128913343
PRORP	XM_054197809.1#PRORP
RPL27A	XM_054200692.1#RPL27A
LOC128901134	XM_054182942.1#LOC128901134
CHST9	XM_054191882.1#CHST9
TBL2	XM_054209744.1#TBL2
CLASP1	XM_054209901.1#CLASP1
DMD	XM_054189210.1#DMD
SLC18B1	XM_054195948.1#SLC18B1
XRCC3	XM_054201376.1#XRCC3
LOC128907409	XM_054196251.1#LOC128907409
HBP1	XM_054198389.1#HBP1
IDI1	XM_054189951.1#IDI1
RANBP3L	XM_054186685.1#RANBP3L
SERF2	XM_054214551.1#SERF2
PDCD6	XM_054193299.1#PDCD6
SNPH	XM_054218564.1#SNPH
UBAP2L	XM_054182450.1#UBAP2L
TTC29	XM_054203188.1#TTC29
ATP2B2	XM_054216338.1#ATP2B2
RUNX3	XM_054223972.1#RUNX3
TRAF3IP2	XM_054197319.1#TRAF3IP2
PARD3	XM_054191462.1#PARD3
