LOC135326608	XM_064504424.1#LOC135326608
MTERF3	XM_026099846.2#MTERF3
RNF31	XM_064503333.1#RNF31
LOC135326593	XM_064504400.1#LOC135326593
TBC1D32	XM_064508927.1#TBC1D32
MAPT	XM_064524543.1#MAPT
LOC112989555	XM_064524053.1#LOC112989555
MAP3K21	XM_026117289.2#MAP3K21
STX6	XM_026101066.2#STX6
CHMP7	XM_064497776.1#CHMP7
TTC39C	XM_064507317.1#TTC39C
TRPM1	XM_026113440.2#TRPM1
ZFYVE19	XM_026107501.2#ZFYVE19
LOC135326301	XM_064504180.1#LOC135326301
LOC135327122	XM_064504698.1#LOC135327122
LOC112994510	XM_064524755.1#LOC112994510
KCTD14	XM_026097930.2#KCTD14
NEFM	XM_026122390.2#NEFM
EHF	XM_026099985.2#EHF
SF3A3	XM_026103686.2#SF3A3
RBM7	XM_026107467.2#RBM7
TBXT	XM_026109862.2#TBXT
GSK3B	XM_026103426.2#GSK3B
APOA5	XM_026107466.2#APOA5
LOC112986300	XM_026105504.2#LOC112986300
TMEM87A	XM_064512587.1#TMEM87A
LOC135324229	XM_064500017.1#LOC135324229
TAMALIN	XM_064498371.1#TAMALIN
LOC112988304	XM_064507154.1#LOC112988304
KIDINS220	XM_026097150.2#KIDINS220
LOC112993604	XM_064501383.1#LOC112993604
ATXN7L1	XM_064505483.1#ATXN7L1
METTL21A	XM_064515226.1#METTL21A
KCNE1	XM_064524631.1#KCNE1
LOC112990664	XM_064513984.1#LOC112990664
LOC112987730	XM_064497684.1#LOC112987730
CELF5	XM_064497317.1#CELF5
NAV1	XM_064498283.1#NAV1
EEF2KMT	XM_064520452.1#EEF2KMT
TIAM1	XM_064524025.1#TIAM1
HOXA5	XM_026103733.2#HOXA5
RASL12	XM_064517871.1#RASL12
LSM8	XM_026097361.2#LSM8
CCDC149	XM_064511351.1#CCDC149
GDE1	XM_026112078.2#GDE1
MICU1	XM_064513597.1#MICU1
LOC135329156	XM_064516620.1#LOC135329156
PANK1	XM_064514019.1#PANK1
ABCB8	XM_064505544.1#ABCB8
BRCA2	XM_026108843.2#BRCA2
LOC112993831	XM_026117789.2#LOC112993831
LNX2	XM_064504980.1#LNX2
KLHL21	XM_064525350.1#KLHL21
BUB3	XM_026115847.2#BUB3
BICD1	XM_064514483.1#BICD1
PPP6C	XM_026100896.2#PPP6C
NXNL1	XM_026115007.2#NXNL1
MMS19	XM_064514103.1#MMS19
USP42	XM_026116102.2#USP42
DCTN1	XM_064511725.1#DCTN1
SLC26A6	XM_064518969.1#SLC26A6
BCAT1	XM_064515906.1#BCAT1
CSNK1D	XM_026113140.2#CSNK1D
PRELID3A	XM_064507178.1#PRELID3A
SEMA6D	XM_064517348.1#SEMA6D
NUP35	XM_026110216.2#NUP35
NT5C1A	XM_026098050.2#NT5C1A
TRAFD1	XM_064521908.1#TRAFD1
RUNX2	XM_064508307.1#RUNX2
LOC135324832	XM_064501793.1#LOC135324832
NRG3	XM_064513775.1#NRG3
RNF11	XM_064516194.1#RNF11
CD44	XM_064512784.1#CD44
SBDS	XM_026107267.2#SBDS
LOC112980249	XM_064513909.1#LOC112980249
LOC112981187	XM_064524948.1#LOC112981187
SHD	XM_064497253.1#SHD
CAPZA3	XM_064512655.1#CAPZA3
EPHA2	XM_064497156.1#EPHA2
GPR19	XM_026114107.2#GPR19
LOC135323723	XM_064498044.1#LOC135323723
TEKT4	XM_026095279.2#TEKT4
MSL1	XM_064524738.1#MSL1
GPHB5	XM_026113665.2#GPHB5
C5H14orf132	XM_064512112.1#C5H14orf132
LOC135323554	XM_064502218.1#LOC135323554
CASTOR1	XM_026108155.2#CASTOR1
ETNK1	XM_026092645.2#ETNK1
LOC112983521	XM_026100697.2#LOC112983521
HAUS7	XM_064503415.1#HAUS7
LOC135325829	XM_064503807.1#LOC135325829
AFF2	XM_064518262.1#AFF2
LOC112993367	XM_064514756.1#LOC112993367
HSPA5	XM_026100870.2#HSPA5
OAT	XM_064514352.1#OAT
TEAD4	XM_064518097.1#TEAD4
LPIN2	XM_064507256.1#LPIN2
SACM1L	XM_026094060.2#SACM1L
LRCH3	XM_026093464.2#LRCH3
HNRNPC	XM_064503379.1#HNRNPC
PSME3IP1	XM_064519349.1#PSME3IP1
SCAP	XM_064505618.1#SCAP
ICA1	XM_064506367.1#ICA1
KMT2C	XM_064505733.1#KMT2C
PKP4	XM_064514513.1#PKP4
CSF1	XM_064498066.1#CSF1
MBNL2	XM_064504551.1#MBNL2
CCZ1	XM_064520245.1#CCZ1
PCBP2	XM_064498394.1#PCBP2
SFMBT2	XM_026119388.2#SFMBT2
COLGALT1	XM_064499435.1#COLGALT1
BOP1	XM_026114804.2#BOP1
DTNBP1	XM_026113045.2#DTNBP1
ATP5F1B	XM_064498409.1#ATP5F1B
CLASP2	XM_064506469.1#CLASP2
HDGF	XM_064499002.1#HDGF
LOC135324657	XM_064501347.1#LOC135324657
CDAN1	XM_064512579.1#CDAN1
FOS	XM_026120456.2#FOS
MYH11	XM_064520340.1#MYH11
FGF13	XM_026111075.2#FGF13
EYA1	XM_064507406.1#EYA1
NSG1	XM_064511443.1#NSG1
TBC1D9B	XM_064521055.1#TBC1D9B
ATP9A	XM_064521529.1#ATP9A
GET4	XM_026116188.2#GET4
VAMP4	XM_064515700.1#VAMP4
NALCN	XM_064504285.1#NALCN
LOC135324524	XM_064501077.1#LOC135324524
SLC12A2	XM_064502319.1#SLC12A2
HNRNPUL2	XM_064503223.1#HNRNPUL2
BBOF1	XM_064512333.1#BBOF1
MYOM1	XM_026122836.2#MYOM1
LOC112983052	XM_064515822.1#LOC112983052
RER1	XM_064525442.1#RER1
PPP3CC	XM_064497786.1#PPP3CC
PARD6G	XM_026115692.2#PARD6G
LMO2	XM_026099987.2#LMO2
LOC112982594	XM_064522658.1#LOC112982594
MAN2C1	XM_064517588.1#MAN2C1
PLK4	XM_064510678.1#PLK4
SLC9A1	XM_026098106.2#SLC9A1
GADD45B	XM_026115987.2#GADD45B
WNK2	XM_064518884.1#WNK2
L3MBTL2	XM_026101580.2#L3MBTL2
DNAJC22	XM_064498587.1#DNAJC22
PTPRK	XM_064508960.1#PTPRK
LOC135324693	XM_064501455.1#LOC135324693
PRKACB	XM_026116492.2#PRKACB
BCL7A	XM_064521962.1#BCL7A
RASGRP4	XM_064503032.1#RASGRP4
SKA2	XM_026101412.2#SKA2
PYROXD1	XM_026092639.2#PYROXD1
CLASP2	XM_064506482.1#CLASP2
NRXN1	XM_064509767.1#NRXN1
HEATR6	XM_064523095.1#HEATR6
LRRFIP2	XM_064506522.1#LRRFIP2
LOC112993888	XM_026117874.2#LOC112993888
LOC112978810	XM_026092540.2#LOC112978810
PDE1C	XM_064506538.1#PDE1C
ARL6IP1	XM_026096407.2#ARL6IP1
PEX14	XM_026095554.2#PEX14
TOR1AIP2	XM_026101088.2#TOR1AIP2
KIF4A	XM_026096038.2#KIF4A
SLC2A4	XM_064501075.1#SLC2A4
CACNA1D	XM_064518906.1#CACNA1D
TBX22	XM_064518454.1#TBX22
PSMG3	XM_064520198.1#PSMG3
DTHD1	XM_064511752.1#DTHD1
GIT1	XM_064523233.1#GIT1
MTMR3	XM_064522418.1#MTMR3
LRRFIP1	XM_064515373.1#LRRFIP1
PHF10	XM_064509293.1#PHF10
PTPN7	XM_064498064.1#PTPN7
LOC112985330	XM_026103881.2#LOC112985330
INO80D	XM_026113920.2#INO80D
ZBED4	XM_064506238.1#ZBED4
SESTD1	XM_064515026.1#SESTD1
COL23A1	XM_064521091.1#COL23A1
MARCHF6	XM_026099291.2#MARCHF6
NECAB2	XM_064519479.1#NECAB2
GLIS2	XM_064520529.1#GLIS2
LOC112996840	XM_064508594.1#LOC112996840
LOC135328155	XM_064510512.1#LOC135328155
ARHGAP39	XM_064507951.1#ARHGAP39
LOC135324250	XM_064500119.1#LOC135324250
MUTYH	XM_026104511.2#MUTYH
PARG	XM_064513762.1#PARG
CPM	XM_026100419.2#CPM
EBF1	XM_064520933.1#EBF1
PPP1R12B	XM_026101221.2#PPP1R12B
TBCK	XM_026108633.2#TBCK
NRTN	XM_064497333.1#NRTN
PRDM1	XM_064508838.1#PRDM1
LOC135326480	XM_064504338.1#LOC135326480
LOC135328725	XM_064514071.1#LOC135328725
LOC112987794	XM_064500147.1#LOC112987794
AGBL3	XM_026117070.2#AGBL3
VIT	XM_026102595.2#VIT
NCOA1	XM_064508235.1#NCOA1
LOC135324899	XM_064501954.1#LOC135324899
BCKDHB	XM_064508708.1#BCKDHB
LOC135323494	XM_064501501.1#LOC135323494
IQCK	XM_064520316.1#IQCK
CIT	XM_026119032.2#CIT
LOC135323515	XM_064500218.1#LOC135323515
SENP7	XM_026112418.2#SENP7
GIP	XM_026106974.2#GIP
SLC16A2	XM_026099856.2#SLC16A2
XRRA1	XM_064505244.1#XRRA1
POLR2I	XM_064502935.1#POLR2I
RASL11B	XM_064511158.1#RASL11B
DOCK2	XM_026098443.2#DOCK2
LOC135327831	XM_064508613.1#LOC135327831
CCDC78	XM_026096444.2#CCDC78
ABHD6	XM_064518963.1#ABHD6
SLC20A1	XM_064497889.1#SLC20A1
LTBP1	XM_064509471.1#LTBP1
TMEM63C	XM_026120392.2#TMEM63C
KLHL42	XM_026102413.2#KLHL42
USP54	XM_026094901.2#USP54
PDCD6IP	XM_026101314.2#PDCD6IP
CREBBP	XM_064520535.1#CREBBP
HOXB1	XM_026106918.2#HOXB1
NHLRC2	XM_026117465.2#NHLRC2
E2F6	XM_026097166.2#E2F6
RHBDL3	XM_064522704.1#RHBDL3
LOC112995666	XM_026120792.2#LOC112995666
LOC135330670	XM_064524933.1#LOC135330670
MAP2K7	XM_064499356.1#MAP2K7
TYSND1	XM_064513612.1#TYSND1
LOC135325755	XM_064503755.1#LOC135325755
PHF12	XM_064523261.1#PHF12
RIOX1	XM_026095874.2#RIOX1
YAP1	XM_064505095.1#YAP1
CBLL1	XM_026095370.2#CBLL1
RPGRIP1L	XM_026102206.2#RPGRIP1L
KCNIP4	XM_064511366.1#KCNIP4
MMGT1	XM_064518320.1#MMGT1
CSRNP3	XM_064514872.1#CSRNP3
EPHA5	XM_026108564.2#EPHA5
DCAF1	XM_064518627.1#DCAF1
LOC135323680	XM_064497750.1#LOC135323680
LOC112978765	XM_026092459.2#LOC112978765
PLEKHA5	XM_064515699.1#PLEKHA5
TRPM3	XM_026097808.2#TRPM3
PDS5A	XM_064511264.1#PDS5A
LOC112978796	XM_026092528.2#LOC112978796
LOC112996949	XM_026122693.2#LOC112996949
LOC135328426	XM_064511802.1#LOC135328426
CRYAB	XM_026105876.2#CRYAB
LOC112991934	XM_026114763.2#LOC112991934
LRRIQ3	XM_064516371.1#LRRIQ3
LOC112990441	XM_026112157.2#LOC112990441
SYAP1	XM_026120676.2#SYAP1
GALNT2	XM_026117264.2#GALNT2
LOC112993468	XM_064513367.1#LOC112993468
CTBP1	XM_026112682.2#CTBP1
JAM2	XM_026096217.2#JAM2
IGF2BP3	XM_064506315.1#IGF2BP3
PTPRM	XM_064507225.1#PTPRM
EPHB2	XM_064497065.1#EPHB2
RANBP3	XM_064497544.1#RANBP3
SOD3	XM_026120494.2#SOD3
TRAM1	XM_026115156.2#TRAM1
HMGN3	XM_064508698.1#HMGN3
LOC112992397	XM_026115420.2#LOC112992397
SLC8A1	XM_064510074.1#SLC8A1
EPHA7	XM_026122112.2#EPHA7
CACNA1B	XM_064523639.1#CACNA1B
PAQR8	XM_064508294.1#PAQR8
NAV3	XM_064509440.1#NAV3
LOC135324005	XM_064499438.1#LOC135324005
HCFC2	XM_026117951.2#HCFC2
IMPG2	XM_064521489.1#IMPG2
MAP1A	XM_026115563.2#MAP1A
GSE1	XM_064519772.1#GSE1
LOC112986309	XM_026105514.2#LOC112986309
SPTLC2	XM_026120330.2#SPTLC2
PLAA	XM_026115795.2#PLAA
PCNT	XM_064515429.1#PCNT
LOC112991683	XM_026114342.2#LOC112991683
ELMOD2	XM_064510733.1#ELMOD2
EXOC6B	XM_064511673.1#EXOC6B
FGFR1	XM_064497853.1#FGFR1
SETD2	XM_064505629.1#SETD2
RAB11A	XM_026121717.2#RAB11A
LOC112993183	XM_064508204.1#LOC112993183
EBNA1BP2	XM_064516072.1#EBNA1BP2
CHEK2	XM_064521844.1#CHEK2
LOC112983611	XM_026100854.2#LOC112983611
BCLAF3	XM_064499111.1#BCLAF3
LOC112981491	XM_064508089.1#LOC112981491
COL26A1	XM_026107165.2#COL26A1
LOC135324859	XM_064501862.1#LOC135324859
TRAPPC5	XM_064499189.1#TRAPPC5
AMD1	XM_026119915.2#AMD1
LOC135326612	XM_064504432.1#LOC135326612
ARVCF	XM_064522114.1#ARVCF
LOC112989871	XM_026111263.2#LOC112989871
PSMC3IP	XM_064524799.1#PSMC3IP
EPCAM	XM_026094723.2#EPCAM
RPGRIP1L	XM_026102213.2#RPGRIP1L
ITIH5	XM_026119355.2#ITIH5
SCAP	XM_064505617.1#SCAP
CHD9	XM_064519538.1#CHD9
LOC112995587	XM_064525670.1#LOC112995587
PSMD13	XM_026117774.2#PSMD13
STOX2	XM_064511023.1#STOX2
TTF1	XM_064523782.1#TTF1
LOC135330359	XM_064523529.1#LOC135330359
FAM110B	XM_064507515.1#FAM110B
PASD1	XM_064518236.1#PASD1
KCNK13	XM_026111590.2#KCNK13
TJP2	XM_026097766.2#TJP2
LOC112992842	XM_026116116.2#LOC112992842
MAPK14	XM_026111875.2#MAPK14
SEZ6	XM_064523259.1#SEZ6
LDAF1	XM_064520294.1#LDAF1
FPGS	XM_064523675.1#FPGS
RAB33A	XM_064517974.1#RAB33A
LOC112990440	XM_064510315.1#LOC112990440
ANO6	XM_026099905.2#ANO6
COQ10B	XM_064515161.1#COQ10B
SGMS1	XM_064513554.1#SGMS1
KIF16B	XM_026110425.2#KIF16B
KLC1	XM_064512024.1#KLC1
GPR34	XM_064497408.1#GPR34
CRELD1	XM_064519041.1#CRELD1
FAM3C	XM_026113516.2#FAM3C
CREBBP	XM_064520537.1#CREBBP
IPO8	XM_064514655.1#IPO8
LOC112997141	XM_064510178.1#LOC112997141
LOC135329664	XM_064518776.1#LOC135329664
SLC30A5	XM_064500809.1#SLC30A5
ILKAP	XM_026109358.2#ILKAP
MFSD2A	XM_064525088.1#MFSD2A
LOC112991917	XM_026114738.2#LOC112991917
MFF	XM_026109673.2#MFF
ADRA2C	XM_026122033.2#ADRA2C
TRIM28	XM_064499572.1#TRIM28
USP50	XM_026121285.2#USP50
NDUFB9	XM_064507858.1#NDUFB9
GK5	XM_026101684.2#GK5
ZNF451	XM_026122524.2#ZNF451
A1CF	XM_026097427.2#A1CF
BTD	XM_026103746.2#BTD
DNAAF5	XM_026116215.2#DNAAF5
ZNF598	XM_026095141.2#ZNF598
CRLF2	XM_064501345.1#CRLF2
CNBP	XM_026099540.2#CNBP
LOC135327740	XM_064508093.1#LOC135327740
LOC112978777	XM_026092490.2#LOC112978777
DET1	XM_064517228.1#DET1
RC3H2	XM_064523930.1#RC3H2
LOC135325156	XM_064502852.1#LOC135325156
LAMTOR4	XM_064501117.1#LAMTOR4
LOC112990152	XM_026111697.2#LOC112990152
VIPR2	XM_064505759.1#VIPR2
LOC135324866	XM_064501873.1#LOC135324866
AK2	XM_026098277.2#AK2
LOC135324019	XM_064499453.1#LOC135324019
LOC135323516	XM_064500259.1#LOC135323516
CREM	XM_064505786.1#CREM
MTCL1	XM_064507222.1#MTCL1
ARL16	XM_064522915.1#ARL16
CTRL	XM_064519506.1#CTRL
PTGS2	XM_064515550.1#PTGS2
LOC112987789	XM_064502640.1#LOC112987789
LOC112992437	XM_026115522.2#LOC112992437
LOC112995499	XM_026120522.2#LOC112995499
LOC135323451	XM_064502605.1#LOC135323451
DOK6	XM_026108709.2#DOK6
CNMD	XM_026099175.2#CNMD
FIGN	XM_064514860.1#FIGN
LOC135325767	XM_064503770.1#LOC135325767
TEX10	XM_026108613.2#TEX10
KLF8	XM_064518073.1#KLF8
RSC1A1	XM_064497172.1#RSC1A1
CLHC1	XM_064510182.1#CLHC1
LOC112987084	XM_026106775.2#LOC112987084
LOC112978790	XM_026092517.2#LOC112978790
DTNA	XM_064507576.1#DTNA
CNR2	XM_026098068.2#CNR2
C14H16orf89	XM_026096408.2#C14H16orf89
ZBTB18	XM_026102642.2#ZBTB18
SUN1	XM_064520214.1#SUN1
RFLNA	XM_026114605.2#RFLNA
ADAMTS4	XM_064499017.1#ADAMTS4
ISM2	XM_026120391.2#ISM2
ARHGAP27	XM_064524485.1#ARHGAP27
ABL2	XM_064515628.1#ABL2
ZNF740	XM_064498765.1#ZNF740
EXOC3L2	XM_064503013.1#EXOC3L2
HSPA14	XM_026119352.2#HSPA14
LRRTM1	XM_026121784.2#LRRTM1
PLG	XM_064510175.1#PLG
TMED3	XM_064517789.1#TMED3
PANK1	XM_026094117.2#PANK1
ERH	XM_026095770.2#ERH
NANOS1	XM_064514292.1#NANOS1
SMCO1	XM_026110648.1#SMCO1
FBXW5	XM_026106252.2#FBXW5
BEAN1	XM_064519716.1#BEAN1
NRN1L	XM_026113241.2#NRN1L
RAB11FIP3	XM_064520496.1#RAB11FIP3
TPD52L2	XM_026092837.2#TPD52L2
SOX6	XM_064513080.1#SOX6
LOC112983586	XM_026100801.2#LOC112983586
LOC112982910	XM_064519251.1#LOC112982910
GNA11	XM_026108293.2#GNA11
LOC135326578	XM_064504393.1#LOC135326578
MAPK1	XM_026104323.2#MAPK1
LOC112989599	XM_064497263.1#LOC112989599
LOC135326380	XM_064504263.1#LOC135326380
STIP1	XM_064503234.1#STIP1
NFIC	XM_064497631.1#NFIC
CAMK2G	XM_064513857.1#CAMK2G
MAP2	XM_064515289.1#MAP2
GGACT	XM_026121614.2#GGACT
HES1	XM_026097504.2#HES1
KHDC4	XM_026115131.2#KHDC4
CNIH1	XM_064511848.1#CNIH1
ACTR3B	XM_064505740.1#ACTR3B
LOC112987765	XM_064518026.1#LOC112987765
PLPPR2	XM_064499382.1#PLPPR2
RFC4	XM_026094845.2#RFC4
ARHGAP21	XM_064505920.1#ARHGAP21
SLC35A1	XM_026093437.2#SLC35A1
SUPT6H	XM_026105584.2#SUPT6H
EIF4EBP2	XM_064513614.1#EIF4EBP2
CASKIN2	XM_026098873.2#CASKIN2
LOC135326416	XM_064504304.1#LOC135326416
LEPR	XM_026113973.2#LEPR
RNF38	XM_026099351.2#RNF38
LOC135325202	XM_064502970.1#LOC135325202
MFSD4B	XM_026119937.2#MFSD4B
PIGX	XM_026110658.2#PIGX
DUSP23	XM_064498940.1#DUSP23
NMB	XM_026115102.2#NMB
TACC2	XM_064514335.1#TACC2
LOC112994443	XM_064498966.1#LOC112994443
NTRK3	XM_026121296.2#NTRK3
HEPACAM	XM_064524376.1#HEPACAM
NPM3	XM_064514133.1#NPM3
DIPK1A	XM_064515916.1#DIPK1A
ATE1	XM_064514330.1#ATE1
SLA	XM_026113683.2#SLA
CUL9	XM_064509877.1#CUL9
ITGA9	XM_026100784.2#ITGA9
COL8A2	XM_026104638.2#COL8A2
LOC112979199	XM_064524076.1#LOC112979199
SURF6	XM_026094460.2#SURF6
PARD6B	XM_064521503.1#PARD6B
RBM24	XM_026113471.2#RBM24
NDUFV3	XM_064525554.1#NDUFV3
NFS1	XM_064521336.1#NFS1
BAZ2B	XM_064514492.1#BAZ2B
ADGRD1	XM_064522041.1#ADGRD1
GALNTL6	XM_064510969.1#GALNTL6
LOC112989973	XM_026111433.2#LOC112989973
ZNF618	XM_064523596.1#ZNF618
RANBP9	XM_026112835.2#RANBP9
DCTN1	XM_064511731.1#DCTN1
ARFGAP3	XM_026114086.2#ARFGAP3
PEX26	XM_026116906.2#PEX26
MPDZ	XM_064501581.1#MPDZ
TRAF3IP2	XM_026119891.2#TRAF3IP2
MGAT4D	XM_026106188.2#MGAT4D
EHD3	XM_026094660.2#EHD3
KIF1A	XM_064517098.1#KIF1A
PRPS2	XM_026117287.2#PRPS2
LOC112987089	XM_064500971.1#LOC112987089
LOC135324155	XM_064499754.1#LOC135324155
CADPS2	XM_064506953.1#CADPS2
SLC12A5	XM_064521755.1#SLC12A5
LOC112986277	XM_064497341.1#LOC112986277
PTPRM	XM_064507228.1#PTPRM
CA5A	XM_026107934.2#CA5A
E2F6	XM_064508460.1#E2F6
CSRP1	XM_064498197.1#CSRP1
STARD13	XM_064504938.1#STARD13
CFI	XM_026101728.2#CFI
PIH1D1	XM_064503598.1#PIH1D1
GABRA5	XM_064501828.1#GABRA5
LOC135326934	XM_064504576.1#LOC135326934
TFCP2	XM_064498679.1#TFCP2
EPHA5	XM_026108575.2#EPHA5
CDK12	XM_026114725.2#CDK12
TET1	XM_064513652.1#TET1
STMN4	XM_026102041.2#STMN4
LOC112994365	XM_026118657.2#LOC112994365
GSK3A	XM_064503562.1#GSK3A
SRSF10	XM_026098090.2#SRSF10
NUDT18	XM_026122368.2#NUDT18
PIK3CD	XM_064525563.1#PIK3CD
DNAJC30	XM_064523514.1#DNAJC30
PLEKHA8	XM_064506249.1#PLEKHA8
LOC112996086	XM_026121393.2#LOC112996086
NDST2	XM_064513866.1#NDST2
RSRC2	XM_026114595.2#RSRC2
TMEM65	XM_064507853.1#TMEM65
MAP2	XM_064515312.1#MAP2
DLG3	XM_064518381.1#DLG3
CAP2	XM_026113301.2#CAP2
SAMSN1	XM_026107973.2#SAMSN1
STRN3	XM_026095095.2#STRN3
TK2	XM_064519713.1#TK2
GPM6B	XM_064500134.1#GPM6B
KLC1	XM_026111343.2#KLC1
FURIN	XM_064517760.1#FURIN
LOC135325049	XM_064502471.1#LOC135325049
TRPM7	XM_064517317.1#TRPM7
PLEKHD1	XM_026095863.2#PLEKHD1
EFTUD2	XM_064524436.1#EFTUD2
SDHAF2	XM_026109236.2#SDHAF2
CDT1	XM_064519811.1#CDT1
BEND5	XM_026103848.2#BEND5
LRRC58	XM_026103487.2#LRRC58
CUL9	XM_064509872.1#CUL9
IFI35	XM_064524828.1#IFI35
TCERG1L	XM_064514409.1#TCERG1L
DIS3L2	XM_064516734.1#DIS3L2
LSR	XM_064503513.1#LSR
CSNK1G3	XM_064502693.1#CSNK1G3
LOC135324647	XM_064501301.1#LOC135324647
EP400	XM_064522065.1#EP400
SMARCAD1	XM_064510485.1#SMARCAD1
PRIM1	XM_064498719.1#PRIM1
HDAC4	XM_064515484.1#HDAC4
TBC1D2B	XM_026110200.2#TBC1D2B
RNF8	XM_026123020.2#RNF8
NHS	XM_064499608.1#NHS
SNX10	XM_026103776.2#SNX10
LOC112991007	XM_026113173.2#LOC112991007
GMEB1	XM_064524972.1#GMEB1
RGS9BP	XM_026109534.2#RGS9BP
ZMAT5	XM_026108141.2#ZMAT5
MADD	XM_064512700.1#MADD
YOD1	XM_026111974.2#YOD1
LOC112982357	XM_064506074.1#LOC112982357
CNKSR3	XM_064509132.1#CNKSR3
PCBP3	XM_064515454.1#PCBP3
NFRKB	XM_064524315.1#NFRKB
POLB	XM_064497885.1#POLB
PLEKHG5	XM_064525357.1#PLEKHG5
LOC112982286	XM_026098540.2#LOC112982286
SLC4A3	XM_064514827.1#SLC4A3
RASAL2	XM_026100979.2#RASAL2
SCRIB	XM_064508043.1#SCRIB
KCNJ3	XM_026103045.2#KCNJ3
ANKRD26	XM_064507261.1#ANKRD26
NOS3	XM_064505554.1#NOS3
LOC112980144	XM_026094804.2#LOC112980144
AFDN	XM_064509318.1#AFDN
NCOR2	XM_064522030.1#NCOR2
LOC135325936	XM_064503887.1#LOC135325936
STRBP	XM_064523956.1#STRBP
AFDN	XM_064509331.1#AFDN
CC2D1A	XM_064499405.1#CC2D1A
VXN	XM_026115149.2#VXN
APPL2	XM_026118044.2#APPL2
LOC112979100	XM_026093051.2#LOC112979100
PDP1	XM_026099794.2#PDP1
LOC112991444	XM_064498354.1#LOC112991444
TFDP2	XM_026101683.2#TFDP2
LDB1	XM_064514120.1#LDB1
DOCK10	XM_026109666.2#DOCK10
LRTM1	XM_026096243.2#LRTM1
QKI	XM_026109836.2#QKI
THUMPD3	XM_026099688.2#THUMPD3
TRIT1	XM_064525090.1#TRIT1
CHEK2	XM_064521846.1#CHEK2
RPL35A	XM_026093476.2#RPL35A
RAB9B	XM_064518439.1#RAB9B
SH3PXD2A	XM_026117531.2#SH3PXD2A
LOC135329620	XM_064518550.1#LOC135329620
SH3GL3	XM_026121355.2#SH3GL3
MLF2	XM_026113250.2#MLF2
ATXN3	XM_026111735.2#ATXN3
ACADVL	XM_064517177.1#ACADVL
LOC112993021	XM_026116315.2#LOC112993021
LOC135325544	XM_064503660.1#LOC135325544
LLGL2	XM_064522585.1#LLGL2
LOC112981982	XM_026098027.2#LOC112981982
RASGEF1A	XM_026116747.2#RASGEF1A
SNX4	XM_064514669.1#SNX4
LOC135326414	XM_064504302.1#LOC135326414
LOC135330439	XM_064524085.1#LOC135330439
ERCC1	XM_064503079.1#ERCC1
BORCS5	XM_026114082.2#BORCS5
ABCB5	XM_026105131.2#ABCB5
LOC112989514	XM_026110710.2#LOC112989514
UTP14A	XM_064517983.1#UTP14A
PTP4A3	XM_064507925.1#PTP4A3
LOC112994205	XM_064513500.1#LOC112994205
DCUN1D3	XM_064520284.1#DCUN1D3
LOC135323424	XM_064502893.1#LOC135323424
DHX34	XM_064503134.1#DHX34
BDKRB1	XM_026107683.2#BDKRB1
LOC112990704	XM_026112604.2#LOC112990704
EFCAB11	XM_064512202.1#EFCAB11
GPR27	XM_026111201.2#GPR27
ZC3H7B	XM_026101523.2#ZC3H7B
LOC112991935	XM_026114765.2#LOC112991935
ARID5B	XM_064513699.1#ARID5B
LOC112997153	XM_026123025.2#LOC112997153
KIF4A	XM_026096037.2#KIF4A
KCNC1	XM_064513109.1#KCNC1
LOC135325333	XM_064503306.1#LOC135325333
MINDY4	XM_026096460.2#MINDY4
LOC112994169	XM_026118361.1#LOC112994169
GLCE	XM_064517828.1#GLCE
LOC112983303	XM_026100325.1#LOC112983303
SIRT6	XM_026119253.2#SIRT6
ILDR2	XM_064522672.1#ILDR2
TRAF4	XM_064523271.1#TRAF4
LOC135328947	XM_064515524.1#LOC135328947
MAP2K1	XM_064517855.1#MAP2K1
CCDC59	XM_026100399.2#CCDC59
GSS	XM_064521391.1#GSS
LOC112988729	XM_064502278.1#LOC112988729
CDHR1	XM_064513772.1#CDHR1
SELENON	XM_064525064.1#SELENON
FSCN2	XM_064522828.1#FSCN2
SAP30BP	XM_026099105.2#SAP30BP
LRRC7	XM_064516353.1#LRRC7
DNMBP	XM_064514075.1#DNMBP
ENDOG	XM_026110811.2#ENDOG
XKR9	XM_026115148.2#XKR9
MYL2	XM_026114628.2#MYL2
HECTD4	XM_026114482.2#HECTD4
METTL25B	XM_064498826.1#METTL25B
LOC135325345	XM_064503313.1#LOC135325345
IGF1R	XM_064517916.1#IGF1R
PWP1	XM_026117927.2#PWP1
LOC112989415	XM_026110568.2#LOC112989415
PLGRKT	XM_064502661.1#PLGRKT
LOC112981363	XM_026096929.2#LOC112981363
NSD2	XM_064511538.1#NSD2
XRN2	XM_026106038.2#XRN2
LOC112982427	XM_026098822.2#LOC112982427
UTP3	XM_026103564.2#UTP3
SEH1L	XM_064507175.1#SEH1L
SNX31	XM_064507652.1#SNX31
EFR3B	XM_064508234.1#EFR3B
DCPS	XM_064524349.1#DCPS
LOC135323702	XM_064497913.1#LOC135323702
RAPGEF6	XM_064521145.1#RAPGEF6
LOC135326924	XM_064504564.1#LOC135326924
EPB41L3	XM_064507244.1#EPB41L3
LOC112995040	XM_064514083.1#LOC112995040
LAT2	XM_064523438.1#LAT2
DDX42	XM_064524536.1#DDX42
FNBP1	XM_064523762.1#FNBP1
PPP2R5A	XM_064509660.1#PPP2R5A
ACLY	XM_064524766.1#ACLY
