ENSBTAG00000017942	ENSBTAT00000056382#CRTC2
ENSBTAG00000002972	NM_001046282#DNAI7
ENSBTAG00000001328	ENSBTAT00000112768#SLBP
ENSBTAG00000033445	XM_024988485#ENSBTAG00000033445
ENSBTAG00000001629	ENSBTAT00000127130#SCMH1
ENSBTAG00000005964	XM_024993158#PIGG
ENSBTAG00000064136	ENSBTAT00000108653#A4GALT
ENSBTAG00000012757	ENSBTAT00000100917#GCNT1
ENSBTAG00000002504	ENSBTAT00000077304#IREB2
ENSBTAG00000050712	NM_001015578#EHD1
ENSBTAG00000030881	ENSBTAT00000130916#TMEM260
ENSBTAG00000069230	ENSBTAT00000127513#ENSBTAG00000069230
ENSBTAG00000066487	XM_002707864#ENSBTAG00000066487
ENSBTAG00000015520	NM_174652#SLC11A1
ENSBTAG00000007403	NM_001078019#SLC7A3
ENSBTAG00000045832	XM_024984528#PHLPP1
ENSBTAG00000027932	ENSBTAT00000070377#BIRC6
ENSBTAG00000018661	ENSBTAT00000075955#TMC6
ENSBTAG00000010609	ENSBTAT00000014042#STK31
ENSBTAG00000009995	XM_005221433#CPEB4
ENSBTAG00000019217	XM_024983946#KIF13A
ENSBTAG00000010073	ENSBTAT00000066446#FLOT2
ENSBTAG00000070094	ENSBTAT00000123856#ENSBTAG00000070094
ENSBTAG00000013941	ENSBTAT00000123941#TANGO6
ENSBTAG00000014786	XM_059879528#PBRM1
ENSBTAG00000016021	ENSBTAT00000021325#GAA
ENSBTAG00000015821	ENSBTAT00000068513#AMPD3
ENSBTAG00000014751	XM_024995953#ZIC1
ENSBTAG00000033217	XM_005203629#TPM3
ENSBTAG00000006347	ENSBTAT00000127941#UTP4
ENSBTAG00000024394	ENSBTAT00000073912#SEMA3D
ENSBTAG00000001019	ENSBTAT00000001351#GDF10
ENSBTAG00000013620	ENSBTAT00000018104#UCHL5
ENSBTAG00000016591	ENSBTAT00000022068#RAB11FIP3
ENSBTAG00000000699	XM_059889133#AOPEP
ENSBTAG00000003578	XM_024985621#DPCD
ENSBTAG00000001601	NM_001205727#PKM
XM_015471580	XM_015471580#FBXO40
ENSBTAG00000019234	XM_005223892#BMP6
ENSBTAG00000037703	ENSBTAT00000124112#MICALL1
ENSBTAG00000047326	XM_015461659#EDA2R
XM_025001639	XM_025001639#LYN
ENSBTAG00000021284	NM_001038105#RSPH1
ENSBTAG00000004278	ENSBTAT00000120857#APMAP
ENSBTAG00000001597	XM_024977294#PITPNM2
ENSBTAG00000067364	ENSBTAT00000115500#ENSBTAG00000067364
ENSBTAG00000009585	ENSBTAT00000053706#CDH16
ENSBTAG00000004631	ENSBTAT00000077688#KIAA0586
ENSBTAG00000064570	ENSBTAT00000114472#ENSBTAG00000064570
ENSBTAG00000044074	ENSBTAT00000075565#MLLT10
ENSBTAG00000001874	XM_024983254#DOCK3
ENSBTAG00000000939	XM_059892892#KIF16B
ENSBTAG00000015086	ENSBTAT00000020078#HSD11B1
ENSBTAG00000001305	ENSBTAT00000127880#ATP2B2
ENSBTAG00000021581	NM_001191215#FHOD3
ENSBTAG00000055034	ENSBTAT00000070084#CFAP90
ENSBTAG00000010994	XM_005227037#CTSF
ENSBTAG00000012757	ENSBTAT00000114534#GCNT1
ENSBTAG00000038495	ENSBTAT00000061628#ENSBTAG00000038495
ENSBTAG00000055120	XM_024988794#OPHN1
ENSBTAG00000068613	ENSBTAT00000099643#ENSBTAG00000068613
ENSBTAG00000001874	XM_024983253#DOCK3
ENSBTAG00000027312	XM_059889587#ECT2L
ENSBTAG00000005408	ENSBTAT00000007115#CLK1
ENSBTAG00000013620	NM_174481#UCHL5
ENSBTAG00000061130	ENSBTAT00000111056#ENSBTAG00000061130
ENSBTAG00000008134	ENSBTAT00000122659#BDNF
ENSBTAG00000000634	ENSBTAT00000073148#MLPH
ENSBTAG00000046938	ENSBTAT00000065508#MTNR1A
ENSBTAG00000062087	ENSBTAT00000098572#ENSBTAG00000062087
ENSBTAG00000002128	NM_001305022#MPPE1
ENSBTAG00000045828	NM_001302784#PTBP1
ENSBTAG00000000940	ENSBTAT00000132216#TBCC
ENSBTAG00000013996	ENSBTAT00000085314#SH3BP2
ENSBTAG00000014005	XM_024981710#PPIP5K1
ENSBTAG00000047863	ENSBTAT00000064313#ENSBTAG00000047863
ENSBTAG00000002865	XM_059878782#KCNIP1
ENSBTAG00000017339	XM_025001691#RUNX1T1
ENSBTAG00000052513	ENSBTAT00000115839#ENSBTAG00000052513
ENSBTAG00000047892	ENSBTAT00000007506#MGC157408
ENSBTAG00000030338	XM_059885192#GJA9
ENSBTAG00000035827	ENSBTAT00000116288#ATG7
ENSBTAG00000061098	ENSBTAT00000104440#ENSBTAG00000061098
ENSBTAG00000025669	XM_005223270#B3GALT4
ENSBTAG00000009355	XM_059889680#SNAP91
ENSBTAG00000025564	XM_059890621#ENSBTAG00000025564
ENSBTAG00000000057	ENSBTAT00000114356#THBS3
ENSBTAG00000001094	ENSBTAT00000001449#MTUS2
ENSBTAG00000004601	NM_001015606#ABHD10
ENSBTAG00000010395	ENSBTAT00000130731#DOCK9
ENSBTAG00000060625	ENSBTAT00000126929#GJC1
ENSBTAG00000012629	XM_025000119#ZNF362
ENSBTAG00000003236	ENSBTAT00000034938#ENSBTAG00000003236
ENSBTAG00000001824	XM_005213244#SLC2A6
ENSBTAG00000014062	XM_059890002#FRMD1
ENSBTAG00000023007	ENSBTAT00000088740#ENSBTAG00000023007
ENSBTAG00000008032	XM_024991289#ACTR3B
ENSBTAG00000003827	ENSBTAT00000113600#RIMS2
ENSBTAG00000058768	ENSBTAT00000101153#ENSBTAG00000058768
ENSBTAG00000015170	NM_001205787#LCT
ENSBTAG00000006974	ENSBTAT00000034300#PLEKHA7
ENSBTAG00000001975	ENSBTAT00000002564#DRP2
ENSBTAG00000065869	XM_024977697#CCDC62
ENSBTAG00000061908	NM_001390466#OR1L6
ENSBTAG00000024492	XM_059875774#ENSBTAG00000024492
ENSBTAG00000061556	ENSBTAT00000054267#ENSBTAG00000061556
ENSBTAG00000047996	XM_059883158#IFITM10
ENSBTAG00000057967	ENSBTAT00000098401#ENSBTAG00000057967
ENSBTAG00000021727	ENSBTAT00000028963#NTSR1
ENSBTAG00000019388	XM_059875297#KIAA2013
ENSBTAG00000065489	ENSBTAT00000066352#ENSBTAG00000065489
ENSBTAG00000048286	NM_001076848#E2F6
ENSBTAG00000005953	NM_001079624#ESX1
ENSBTAG00000064067	ENSBTAT00000117156#ENSBTAG00000064067
ENSBTAG00000012251	XM_010820411#MTR
ENSBTAG00000007690	ENSBTAT00000010113#AGXT2
ENSBTAG00000006523	ENSBTAT00000008569#ENSBTAG00000006523
ENSBTAG00000006321	NM_001046055#RTCA
ENSBTAG00000008036	XM_024992922#CELSR1
ENSBTAG00000008167	ENSBTAT00000050511#TTC3
ENSBTAG00000010655	ENSBTAT00000106548#DCST1
ENSBTAG00000016894	ENSBTAT00000111690#CYFIP1
ENSBTAG00000011831	ENSBTAT00000070521#SPPL2A
ENSBTAG00000018130	XM_059891392#MAP2
ENSBTAG00000016501	XM_059874670#ARHGAP1
ENSBTAG00000001632	ENSBTAT00000087334#NBR1
ENSBTAG00000007763	ENSBTAT00000074260#SLC1A4
ENSBTAG00000049041	ENSBTAT00000073086#ENSBTAG00000049041
ENSBTAG00000047035	NM_001102012#TBC1D17
ENSBTAG00000007578	ENSBTAT00000072975#SHTN1
ENSBTAG00000064499	ENSBTAT00000121595#FLRT2
ENSBTAG00000057403	ENSBTAT00000111403#ENSBTAG00000057403
ENSBTAG00000031012	ENSBTAT00000114008#PIGK
ENSBTAG00000014820	ENSBTAT00000121725#OXA1L
ENSBTAG00000046938	XM_002698656#MTNR1A
ENSBTAG00000021656	XM_015475619#SPECC1L
ENSBTAG00000048925	ENSBTAT00000072630#ENSBTAG00000048925
ENSBTAG00000049285	ENSBTAT00000085489#TNFRSF17
ENSBTAG00000058435	NM_001083461#TMEM115
ENSBTAG00000000421	ENSBTAT00000104816#EEA1
ENSBTAG00000016804	ENSBTAT00000022355#LYST
ENSBTAG00000006349	ENSBTAT00000008330#EXTL1
ENSBTAG00000006646	ENSBTAT00000101782#PRMT1
XM_024983939	XM_024983939#H2BC14
XM_002687343	XM_002687343#OR8BJ2
XM_059881603	XM_059881604#LOC132343873
ENSBTAG00000010290	XM_015458548#GGNBP2
ENSBTAG00000003409	XM_024999249#FKBP1B
ENSBTAG00000017380	XM_059878452#MYO18A
ENSBTAG00000013149	ENSBTAT00000094223#NAA11
ENSBTAG00000008502	XM_024978718#ENSBTAG00000008502
ENSBTAG00000037885	XM_005209510#PCDHB1
ENSBTAG00000020453	ENSBTAT00000027255#CLEC5A
ENSBTAG00000017368	NM_174815#YBX1
ENSBTAG00000062434	ENSBTAT00000105138#ENSBTAG00000062434
ENSBTAG00000054265	ENSBTAT00000077245#GFY
ENSBTAG00000014361	ENSBTAT00000036592#FHIP2B
ENSBTAG00000056685	ENSBTAT00000133271#ENSBTAG00000056685
ENSBTAG00000038387	ENSBTAT00000019211#ENSBTAG00000038387
ENSBTAG00000049233	ENSBTAT00000080635#TMEM123
ENSBTAG00000001198	ENSBTAT00000087556#ENSBTAG00000001198
ENSBTAG00000004460	XM_005218380#RFWD3
ENSBTAG00000002392	ENSBTAT00000095451#ANK2
ENSBTAG00000011215	ENSBTAT00000115657#ACTN4
ENSBTAG00000020179	XM_005206144#AAAS
ENSBTAG00000053022	ENSBTAT00000087275#ENSBTAG00000053022
ENSBTAG00000005427	ENSBTAT00000080426#NRDE2
ENSBTAG00000046191	ENSBTAT00000121249#ADAD1
ENSBTAG00000013116	ENSBTAT00000082032#PLCB4
ENSBTAG00000014788	ENSBTAT00000019669#AKAP12
ENSBTAG00000056753	NM_001206565#TAAR6
ENSBTAG00000007695	XM_059887320#CSN1S1
ENSBTAG00000012450	ENSBTAT00000069736#RAPGEF2
ENSBTAG00000001528	NM_001206622#CDK13
XM_059874790	XM_059874790#METTL15
ENSBTAG00000003235	ENSBTAT00000095910#DHDDS
ENSBTAG00000001576	ENSBTAT00000002323#TMEM140
ENSBTAG00000016285	ENSBTAT00000021661#NGB
ENSBTAG00000039065	NM_001205484#HS6ST3
ENSBTAG00000007652	ENSBTAT00000010067#RFTN2
ENSBTAG00000010467	ENSBTAT00000044229#SUPT5H
ENSBTAG00000007633	ENSBTAT00000010043#ANKRD34B
ENSBTAG00000011028	ENSBTAT00000085390#ABCB7
ENSBTAG00000020653	XM_024992933#FIP1L1
ENSBTAG00000021100	XM_024987938#PPP1R3F
NM_001389844	NM_001389844#OR2AG2
ENSBTAG00000032130	NM_001192477#CATSPER2
ENSBTAG00000000197	ENSBTAT00000128726#TRMT10A
ENSBTAG00000012927	XM_059881233#ALDOA
ENSBTAG00000010152	XM_005228472#MID1
ENSBTAG00000017335	ENSBTAT00000023055#HGFAC
NM_001081712	NM_001081712#SERPINA3-8
ENSBTAG00000014741	ENSBTAT00000019616#OTX2
ENSBTAG00000016820	ENSBTAT00000022376#ENSBTAG00000016820
ENSBTAG00000020800	XM_025001001#BEND7
ENSBTAG00000009495	ENSBTAT00000012495#BCAM
ENSBTAG00000009500	ENSBTAT00000075321#KDM1A
ENSBTAG00000015154	ENSBTAT00000020159#MCL1
XM_059878416	XM_059878416#LOC783641
ENSBTAG00000047266	ENSBTAT00000064226#ENSBTAG00000047266
ENSBTAG00000007566	ENSBTAT00000072538#CEP170
ENSBTAG00000038298	ENSBTAT00000085984#CCDC174
ENSBTAG00000011732	ENSBTAT00000034874#PGAP3
ENSBTAG00000017827	ENSBTAT00000023700#IVL
ENSBTAG00000026829	NM_001077968#TMEM185B
ENSBTAG00000022019	XM_024977869#ENSBTAG00000022019
ENSBTAG00000000241	XM_025001313#STAU1
ENSBTAG00000004706	ENSBTAT00000111227#SUV39H1
ENSBTAG00000013072	ENSBTAT00000128392#FUBP3
ENSBTAG00000025597	ENSBTAT00000036098#GRIN3B
ENSBTAG00000006474	NM_001035290#EPCAM
ENSBTAG00000006008	XM_059891096#CAMSAP1
ENSBTAG00000019903	ENSBTAT00000034789#RAMP2
ENSBTAG00000063237	ENSBTAT00000126193#ENSBTAG00000063237
ENSBTAG00000017844	ENSBTAT00000023728#STIL
ENSBTAG00000011392	ENSBTAT00000112183#MYBPC1
ENSBTAG00000014463	XM_015471500#CAMK2D
ENSBTAG00000007963	ENSBTAT00000068454#KIDINS220
ENSBTAG00000069827	ENSBTAT00000098976#ENSBTAG00000069827
ENSBTAG00000012518	ENSBTAT00000097401#PCDH1
ENSBTAG00000053612	ENSBTAT00000076669#ENSBTAG00000053612
ENSBTAG00000066412	ENSBTAT00000124778#ENSBTAG00000066412
ENSBTAG00000013930	NM_001075136#ATP5F1C
ENSBTAG00000030744	NM_001079786#NFYB
ENSBTAG00000011656	NM_001046375#PRPF6
ENSBTAG00000053896	ENSBTAT00000090552#ENSBTAG00000053896
ENSBTAG00000006907	XM_024980659#NEB
ENSBTAG00000002367	ENSBTAT00000098436#HCFC1R1
ENSBTAG00000014421	XM_015459864#PBX2
XM_059889369	XM_059889369#LOC781853
ENSBTAG00000038737	ENSBTAT00000130348#P2RY6
ENSBTAG00000000423	XM_059882792#RBM4B
ENSBTAG00000004896	ENSBTAT00000094196#ABLIM3
ENSBTAG00000018343	ENSBTAT00000118508#NCR3
ENSBTAG00000020418	XM_005228436#CA5B
ENSBTAG00000030518	NM_001046099#ECSCR
ENSBTAG00000003827	XM_059874464#RIMS2
ENSBTAG00000002612	NM_001104976#FANCM
ENSBTAG00000013362	XM_024994106#DNM2
ENSBTAG00000010442	ENSBTAT00000069419#PANK1
ENSBTAG00000008520	XM_024994568#NFIC
ENSBTAG00000062681	ENSBTAT00000127968#ENSBTAG00000062681
ENSBTAG00000066361	ENSBTAT00000089648#ENSBTAG00000066361
ENSBTAG00000014044	ENSBTAT00000018670#VEZT
ENSBTAG00000063053	ENSBTAT00000096558#ENSBTAG00000063053
ENSBTAG00000014975	XM_010802359#SLC4A3
ENSBTAG00000014106	ENSBTAT00000077888#IPO8
ENSBTAG00000060490	ENSBTAT00000111026#ENSBTAG00000060490
ENSBTAG00000019264	NM_001205853#EDEM3
ENSBTAG00000014786	XM_059879535#PBRM1
ENSBTAG00000018196	NM_001205598#WDR43
ENSBTAG00000008064	ENSBTAT00000133989#VPS37C
ENSBTAG00000007494	XM_015472482#SMARCA2
ENSBTAG00000019839	XM_024998489#LTBP1
ENSBTAG00000012285	ENSBTAT00000078484#ESRRB
ENSBTAG00000019204	ENSBTAT00000025564#RTN3
ENSBTAG00000007489	XM_025001293#NCOA3
ENSBTAG00000050942	ENSBTAT00000127754#ENSBTAG00000050942
ENSBTAG00000004940	XM_059880918#CELF4
ENSBTAG00000039384	NM_001083667#ENSBTAG00000039384
ENSBTAG00000013317	ENSBTAT00000017712#RNF168
ENSBTAG00000047543	XM_024981895#NTRK3
XM_024982245	XM_024982245#LOC615559
ENSBTAG00000012500	ENSBTAT00000074145#RARA
ENSBTAG00000059372	ENSBTAT00000098838#ENSBTAG00000059372
ENSBTAG00000018898	ENSBTAT00000118583#ARID4A
ENSBTAG00000009104	NM_001114083#SERP1
ENSBTAG00000012284	ENSBTAT00000085667#CLCN2
ENSBTAG00000017448	XM_024998511#EFEMP1
ENSBTAG00000012375	ENSBTAT00000127096#KLHL9
ENSBTAG00000010383	ENSBTAT00000013703#YTHDF1
ENSBTAG00000008528	ENSBTAT00000011242#SLC25A1
ENSBTAG00000018130	XM_059891435#MAP2
ENSBTAG00000006837	ENSBTAT00000008985#UBA6
ENSBTAG00000010037	ENSBTAT00000111478#TMEM241
ENSBTAG00000018375	XM_005208927#ATCAY
ENSBTAG00000054466	ENSBTAT00000116772#EIF4E2
ENSBTAG00000015267	XM_005221247#SGSH
ENSBTAG00000057312	ENSBTAT00000097894#ENSBTAG00000057312
XM_005217411	XM_059875829#LOC100336777
ENSBTAG00000020185	ENSBTAT00000030211#ENSBTAG00000020185
ENSBTAG00000011178	ENSBTAT00000072099#IL17RB
ENSBTAG00000026660	XM_005203235#TAF12
ENSBTAG00000015786	ENSBTAT00000053822#LRRC39
ENSBTAG00000021921	ENSBTAT00000069271#STRBP
ENSBTAG00000003281	NM_001389963#OR6B3
ENSBTAG00000006040	XM_059886450#BLTP3B
ENSBTAG00000014458	XM_005215190#MROH1
ENSBTAG00000010462	ENSBTAT00000129307#ROBO2
ENSBTAG00000008590	ENSBTAT00000011329#SPAG7
ENSBTAG00000021072	ENSBTAT00000072428#DTNB
ENSBTAG00000057103	ENSBTAT00000088160#ITPRIPL2
ENSBTAG00000007473	XM_010820208#XKR5
ENSBTAG00000060333	ENSBTAT00000094404#ENSBTAG00000060333
ENSBTAG00000007439	XM_024987531#TENM4
ENSBTAG00000061465	ENSBTAT00000105075#ENSBTAG00000061465
ENSBTAG00000001038	ENSBTAT00000001379#SNRPB
ENSBTAG00000006549	ENSBTAT00000038044#CALHM6
ENSBTAG00000015271	XM_005215670#RIPK2
ENSBTAG00000046493	ENSBTAT00000121170#PDCD6
ENSBTAG00000017907	ENSBTAT00000116338#COG3
ENSBTAG00000005238	XM_015475847#NCKAP5
ENSBTAG00000011249	ENSBTAT00000014936#MOB2
ENSBTAG00000012186	ENSBTAT00000081570#DKKL1
ENSBTAG00000031709	ENSBTAT00000044960#PDCD10
ENSBTAG00000020430	ENSBTAT00000126528#GLT1D1
ENSBTAG00000004956	XM_059876006#CHEK2
ENSBTAG00000005760	ENSBTAT00000134844#TBC1D4
ENSBTAG00000008926	ENSBTAT00000085173#FUBP1
ENSBTAG00000022622	ENSBTAT00000030652#CISH
ENSBTAG00000013300	XM_024986559#KCNMA1
ENSBTAG00000019368	NM_001102300#IGFBP7
ENSBTAG00000026915	ENSBTAT00000077140#NEK1
ENSBTAG00000012577	XM_002688454#UVSSA
ENSBTAG00000008388	XM_010821353#ENSBTAG00000008388
ENSBTAG00000008322	ENSBTAT00000010960#KCNA10
ENSBTAG00000012216	ENSBTAT00000016202#MLKL
ENSBTAG00000010880	XM_059882799#TNNI2
ENSBTAG00000011184	ENSBTAT00000067393#FTH1
ENSBTAG00000021323	NM_001038171#AGFG1
ENSBTAG00000003906	XM_005213029#SUPT7L
ENSBTAG00000016760	XM_024982566#LRRFIP2
ENSBTAG00000054534	XM_059876475#ENSBTAG00000054534
ENSBTAG00000061513	NM_001390436#OR4G9
ENSBTAG00000068055	LOC527826#ENSBTAG00000068055
ENSBTAG00000005658	NM_177958#ECE2
ENSBTAG00000005373	XM_059890210#TPM1
ENSBTAG00000067663	XM_024981387#ENSBTAG00000067663
ENSBTAG00000013578	ENSBTAT00000072692#CHI3L2
ENSBTAG00000031575	ENSBTAT00000020771#VAV3
ENSBTAG00000012481	ENSBTAT00000075094#RANGAP1
ENSBTAG00000032369	ENSBTAT00000045923#NMI
ENSBTAG00000005779	ENSBTAT00000007596#FTMT
ENSBTAG00000065547	ENSBTAT00000120580#IFNB3
ENSBTAG00000051548	ENSBTAT00000077306#ENSBTAG00000051548
ENSBTAG00000025526	ENSBTAT00000114067#MDC1
ENSBTAG00000019553	XM_002699478#AKAP17B
ENSBTAG00000019073	XM_024984797#TRAF7
ENSBTAG00000013943	ENSBTAT00000018525#ZNF703
ENSBTAG00000008479	ENSBTAT00000011164#CXCL13
ENSBTAG00000004139	ENSBTAT00000005416#BACH1
ENSBTAG00000020528	NM_001045888#PCOLCE
ENSBTAG00000055585	ENSBTAT00000130528#ENSBTAG00000055585
ENSBTAG00000056539	NM_001390527#OR6C5
ENSBTAG00000017129	ENSBTAT00000093443#CLCC1
ENSBTAG00000036349	ENSBTAT00000050851#CCDC160
ENSBTAG00000054751	ENSBTAT00000084245#ENSBTAG00000054751
ENSBTAG00000048761	ENSBTAT00000132420#UBE2D3
ENSBTAG00000059119	ENSBTAT00000132064#ENSBTAG00000059119
ENSBTAG00000033669	ENSBTAT00000123795#IL17RC
ENSBTAG00000002728	ENSBTAT00000071817#ARID1B
ENSBTAG00000013468	ENSBTAT00000114033#AHNAK
ENSBTAG00000022861	ENSBTAT00000031060#KLRJ1
ENSBTAG00000010169	ENSBTAT00000101919#SUCO
ENSBTAG00000003299	ENSBTAT00000097124#LPAR4
ENSBTAG00000009708	ENSBTAT00000115326#SMYD4
ENSBTAG00000002323	ENSBTAT00000080793#USP28
ENSBTAG00000006631	XM_010805169#GLI1
XM_010813194	XM_010813194#LOC785251
ENSBTAG00000011139	ENSBTAT00000068356#BCHE
ENSBTAG00000022314	ENSBTAT00000122227#EMD
ENSBTAG00000055849	ENSBTAT00000109033#ENSBTAG00000055849
ENSBTAG00000051461	ENSBTAT00000085278#SERTM1
ENSBTAG00000067409	ENSBTAT00000134418#ENSBTAG00000067409
ENSBTAG00000065729	ENSBTAT00000100371#ENSBTAG00000065729
ENSBTAG00000021130	NM_001075304#MFSD10
ENSBTAG00000059434	ENSBTAT00000098909#ENSBTAG00000059434
ENSBTAG00000069591	NM_001079588#IMP3
ENSBTAG00000040061	ENSBTAT00000124188#ZBTB38
XM_059875180	XM_059875180#LOC132342373
ENSBTAG00000047139	NM_001076023#SPRING1
ENSBTAG00000038181	ENSBTAT00000093693#FOCAD
ENSBTAG00000011310	ENSBTAT00000045942#NALF2
ENSBTAG00000006170	ENSBTAT00000114752#ZNF76
ENSBTAG00000017123	XM_005208410#ZNF354B
ENSBTAG00000008939	ENSBTAT00000068580#DNMBP
ENSBTAG00000023172	XM_059891816#ITSN2
ENSBTAG00000059985	NM_001435081#ENSBTAG00000059985
ENSBTAG00000006489	ENSBTAT00000134972#MYO5A
ENSBTAG00000049961	ENSBTAT00000081920#ENSBTAG00000049961
ENSBTAG00000016519	NM_001192857#MBOAT1
ENSBTAG00000009578	ENSBTAT00000073728#PTK2
ENSBTAG00000059210	ENSBTAT00000135997#ENSBTAG00000059210
ENSBTAG00000051972	ENSBTAT00000119840#CEBPB
ENSBTAG00000010852	XM_024983926#BTN2A2
ENSBTAG00000030182	XM_024992252#MAPK11
ENSBTAG00000016600	ENSBTAT00000109135#CCDC142
ENSBTAG00000005852	ENSBTAT00000007694#KLF8
ENSBTAG00000003855	ENSBTAT00000114993#FAM120C
ENSBTAG00000059873	ENSBTAT00000098611#ENSBTAG00000059873
ENSBTAG00000000526	XM_059886074#TOPBP1
ENSBTAG00000015385	ENSBTAT00000020446#CTDSPL2
ENSBTAG00000049604	XM_024982121#PPP4R4
ENSBTAG00000039793	ENSBTAT00000075077#HDGF
ENSBTAG00000004134	ENSBTAT00000005411#C8H8orf74
ENSBTAG00000063314	XM_059883005#TMEM80
ENSBTAG00000016069	ENSBTAT00000119630#ARF4
ENSBTAG00000026088	NM_180999#LYZ2
ENSBTAG00000010498	XM_005202202#SLC40A1
ENSBTAG00000001570	NM_174027#CSF2
ENSBTAG00000048308	XM_010813500#ICMT
ENSBTAG00000021259	ENSBTAT00000127496#C2CD2
ENSBTAG00000037800	ENSBTAT00000010196#ENSBTAG00000037800
ENSBTAG00000008006	XM_059891278#RASGRP3
ENSBTAG00000007566	ENSBTAT00000070731#CEP170
ENSBTAG00000008092	XM_005221261#RAB37
ENSBTAG00000013812	NM_001206183#RO60
ENSBTAG00000044062	XM_010817557#RBMS3
ENSBTAG00000005180	XM_059874896#RBMS1
ENSBTAG00000019075	NM_001046342#METAP1D
ENSBTAG00000017122	XM_059879833#HSPG2
ENSBTAG00000005630	ENSBTAT00000066750#VWA7
ENSBTAG00000067042	ENSBTAT00000089231#ENSBTAG00000067042
ENSBTAG00000064473	ENSBTAT00000097994#ENSBTAG00000064473
ENSBTAG00000019511	ENSBTAT00000103791#CDC123
ENSBTAG00000013914	ENSBTAT00000071796#GATB
XM_059883701	XM_059883701#ADGRG4
ENSBTAG00000040602	ENSBTAT00000120870#ENSBTAG00000040602
ENSBTAG00000013184	ENSBTAT00000043775#CEP120
ENSBTAG00000021607	ENSBTAT00000100054#NDUFAF2
ENSBTAG00000023375	ENSBTAT00000094329#METTL6
ENSBTAG00000001597	XM_024977289#PITPNM2
ENSBTAG00000005653	XM_059885832#ABCB4
ENSBTAG00000013070	ENSBTAT00000017380#EAF2
ENSBTAG00000002166	ENSBTAT00000075369#CRISP2
ENSBTAG00000001481	XM_015461259#IGSF9
ENSBTAG00000053568	NM_001206412#ZNF70
ENSBTAG00000015692	XM_015475394#HSPA4L
ENSBTAG00000022989	ENSBTAT00000123672#FAM174B
ENSBTAG00000011838	ENSBTAT00000124615#PCED1B
ENSBTAG00000004073	NM_001435012#MTA3
NM_001098012	NM_001098012#CHST14
ENSBTAG00000009504	NM_001034533#REEP4
ENSBTAG00000004840	ENSBTAT00000086353#C1S
ENSBTAG00000006702	ENSBTAT00000106089#EIF3E
ENSBTAG00000008378	NM_001192383#FEM1B
ENSBTAG00000015091	ENSBTAT00000020082#ENSBTAG00000015091
ENSBTAG00000031026	NM_001075450#OR4X5
ENSBTAG00000049442	ENSBTAT00000075850#ENSBTAG00000049442
ENSBTAG00000038312	ENSBTAT00000047112#MS4A18
ENSBTAG00000019106	ENSBTAT00000025437#EIF1B
ENSBTAG00000050234	ENSBTAT00000113532#ZNF518B
ENSBTAG00000004046	ENSBTAT00000005289#DTX4
ENSBTAG00000065673	ENSBTAT00000110630#PTRHD1
ENSBTAG00000006844	XM_005207656#LEF1
ENSBTAG00000003819	XM_059892613#STK36
ENSBTAG00000006280	XM_059877945#RBFOX3
ENSBTAG00000010120	ENSBTAT00000135220#HERC3
ENSBTAG00000014106	XM_024991798#IPO8
ENSBTAG00000000057	NM_001101839#THBS3
ENSBTAG00000058735	ENSBTAT00000128607#ENSBTAG00000058735
ENSBTAG00000003971	ENSBTAT00000005182#E2F1
ENSBTAG00000011187	ENSBTAT00000076308#FAM13A
ENSBTAG00000038055	XM_024995159#KLF16
ENSBTAG00000063330	ENSBTAT00000126938#ENSBTAG00000063330
ENSBTAG00000056724	ENSBTAT00000096365#ENSBTAG00000056724
ENSBTAG00000007784	XM_005201310#NAA50
ENSBTAG00000014162	ENSBTAT00000052411#ACKR2
ENSBTAG00000065599	ENSBTAT00000118243#ENSBTAG00000065599
ENSBTAG00000013632	XM_003587661#GRM4
ENSBTAG00000025398	ENSBTAT00000092849#ENSBTAG00000025398
ENSBTAG00000013405	NM_001035442#CIBAR1
ENSBTAG00000002136	ENSBTAT00000115896#FCHO1
ENSBTAG00000011345	XM_010817698#SFMBT1
ENSBTAG00000014786	XM_024982491#PBRM1
ENSBTAG00000012485	XM_002691638#SPOUT1
ENSBTAG00000004940	XM_059880900#CELF4
ENSBTAG00000021397	NM_001034676#NKX2-3
ENSBTAG00000004990	XM_024997937#NEO1
ENSBTAG00000013346	ENSBTAT00000017753#SIX5
ENSBTAG00000061140	ENSBTAT00000056431#ENSBTAG00000061140
ENSBTAG00000055523	ENSBTAT00000075964#ENSBTAG00000055523
ENSBTAG00000006017	ENSBTAT00000135447#NFKB2
ENSBTAG00000003943	ENSBTAT00000067019#TTC39B
ENSBTAG00000039132	ENSBTAT00000103982#ENSBTAG00000039132
ENSBTAG00000008996	ENSBTAT00000081845#SFI1
ENSBTAG00000046415	NM_001015539#SSNA1
ENSBTAG00000000434	NM_174290#CRYAB
ENSBTAG00000026181	ENSBTAT00000110004#UGT1A1
ENSBTAG00000021214	ENSBTAT00000028266#FBXL5
XM_059876678	NM_001192376#EPS8L1
ENSBTAG00000048159	ENSBTAT00000077905#TAB3
ENSBTAG00000006548	ENSBTAT00000095164#MCCC1
ENSBTAG00000018730	ENSBTAT00000098563#ZBTB17
ENSBTAG00000052808	ENSBTAT00000075755#ENSBTAG00000052808
ENSBTAG00000017938	XM_025001352#ENSBTAG00000017938
ENSBTAG00000010865	NM_001077832#CACNG2
ENSBTAG00000050905	ENSBTAT00000071455#ENSBTAG00000050905
