ENSG00000000003	ENST00000373020.9#TSPAN6
ENSG00000153140	ENST00000283122.8#CETN3
ENSG00000153147	ENST00000283131.4#SMARCA5
ENSG00000153157	ENST00000283141.11#SYCP2L
ENSG00000153162	ENST00000283147.7#BMP6
ENSG00000153165	ENST00000304514.11#RGPD3
ENSG00000153165	ENST00000409886.4#RGPD3
ENSG00000153165	XM_017004739.3#RGPD3
ENSG00000153165	XM_017004740.3#RGPD3
ENSG00000153165	XM_047445567.1#RGPD3
ENSG00000153179	ENST00000542104.6#RASSF3
ENSG00000153187	ENST00000283179.14#HNRNPU
ENSG00000153187	ENST00000444376.7#HNRNPU
ENSG00000153187	ENST00000640218.2#HNRNPU
ENSG00000153201	ENST00000283195.11#RANBP2
ENSG00000153201	XM_005264007.4#RANBP2
ENSG00000153201	XM_011511576.4#RANBP2
ENSG00000153201	XM_011511578.3#RANBP2
ENSG00000153207	ENST00000648844.2#AHCTF1
ENSG00000153208	ENST00000295408.9#MERTK
ENSG00000153214	ENST00000283206.9#TMEM87B
ENSG00000153214	NM_001329914.2#TMEM87B
ENSG00000153214	XM_005263827.3#TMEM87B
ENSG00000153230	ENST00000283225.2#OR14K1
ENSG00000153233	ENST00000283228.7#PTPRR
ENSG00000153233	ENST00000440835.6#PTPRR
ENSG00000153233	NM_001207015.2#PTPRR
ENSG00000153234	ENST00000339562.9#NR4A2
ENSG00000153234	ENST00000409572.5#NR4A2
ENSG00000153234	ENST00000417972.5#NR4A2
ENSG00000153234	NM_173173.3#NR4A2
ENSG00000153237	ENST00000283233.10#CCDC148
ENSG00000153237	ENST00000707084.1#CCDC148
ENSG00000153246	ENST00000283243.13#PLA2R1
ENSG00000153246	XM_047443729.1#PLA2R1
ENSG00000153250	ENST00000348849.8#RBMS1
ENSG00000153250	NM_002897.5#RBMS1
ENSG00000153250	XM_047445368.1#RBMS1
ENSG00000153253	ENST00000283254.12#SCN3A
ENSG00000153253	ENST00000440431.6#SCN3A
ENSG00000153253	ENST00000639244.1#SCN3A
ENSG00000153253	NM_001081676.2#SCN3A
ENSG00000153253	NM_001081677.2#SCN3A
ENSG00000153253	XM_017004660.3#SCN3A
ENSG00000153253	XM_017004661.3#SCN3A
ENSG00000153253	XM_017004662.3#SCN3A
ENSG00000153253	XM_017004664.2#SCN3A
ENSG00000153253	XM_017004665.2#SCN3A
ENSG00000153253	XM_017004666.2#SCN3A
ENSG00000153253	XM_047445394.1#SCN3A
ENSG00000153253	XM_047445395.1#SCN3A
ENSG00000153266	ENST00000283268.8#FEZF2
ENSG00000153266	ENST00000486811.5#FEZF2
ENSG00000153283	ENST00000352690.9#CD96
ENSG00000153283	ENST00000438817.6#CD96
ENSG00000153283	ENST00000494798.1#CD96
ENSG00000153291	ENST00000371347.10#SLC25A27
ENSG00000153292	ENST00000371253.7#ADGRF1
ENSG00000153294	ENST00000283303.3#ADGRF4
ENSG00000153294	ENST00000327753.7#ADGRF4
ENSG00000153303	ENST00000283309.11#FRMD1
ENSG00000153303	NM_001394681.1#FRMD1
ENSG00000153310	ENST00000694912.1#CYRIB
ENSG00000153310	ENST00000699094.1#CYRIB
ENSG00000153310	NM_001353245.1#CYRIB
ENSG00000153310	NM_001353269.1#CYRIB
ENSG00000153317	ENST00000518721.6#ASAP1
ENSG00000153317	NM_001362925.2#ASAP1
ENSG00000153317	XM_047421799.1#ASAP1
ENSG00000153317	XM_047421804.1#ASAP1
ENSG00000153339	ENST00000283351.10#TRAPPC8
ENSG00000153339	XM_005258233.4#TRAPPC8
ENSG00000153339	XM_017025616.3#TRAPPC8
ENSG00000153347	ENST00000283357.10#FAM81B
ENSG00000153347	XM_011543209.2#FAM81B
ENSG00000153347	XM_047416823.1#FAM81B
ENSG00000153391	ENST00000334598.12#INO80C
ENSG00000153391	ENST00000590757.1#INO80C
ENSG00000153395	ENST00000283415.4#LPCAT1
ENSG00000153404	ENST00000637938.2#PLEKHG4B
ENSG00000153406	ENST00000283429.11#NMRAL1
ENSG00000153406	XM_047434382.1#NMRAL1
ENSG00000153443	ENST00000283474.12#UBALD1
ENSG00000153443	ENST00000591401.5#UBALD1
ENSG00000153446	ENST00000472572.8#C16orf89
ENSG00000153446	XM_005255143.4#C16orf89
ENSG00000153485	ENST00000415050.3#LYSET
ENSG00000153485	NM_015676.3#LYSET
ENSG00000153487	ENST00000333219.9#ING1
ENSG00000153487	ENST00000715208.1#ING1
ENSG00000153495	ENST00000283547.2#TEX29
ENSG00000153498	ENST00000283550.8#SPACA7
ENSG00000153498	XM_024449318.2#SPACA7
ENSG00000153531	ENST00000612156.3#ADPRHL1
ENSG00000153531	NM_138430.5#ADPRHL1
ENSG00000153551	ENST00000334983.10#CMTM7
ENSG00000153551	NM_181472.3#CMTM7
ENSG00000153558	ENST00000484457.6#FBXL2
ENSG00000153560	ENST00000283629.8#UBP1
ENSG00000153560	NM_001128160.2#UBP1
ENSG00000153561	ENST00000283632.5#RMND5A
ENSG00000153563	ENST00000283635.8#CD8A
ENSG00000153563	ENST00000409781.1#CD8A
ENSG00000153563	ENST00000699439.1#CD8A
ENSG00000153563	NM_001145873.1#CD8A
ENSG00000153574	ENST00000283646.5#RPIA
ENSG00000153684	ENST00000526619.7#GOLGA8F
ENSG00000153707	ENST00000381196.9#PTPRD
ENSG00000153707	ENST00000397611.7#PTPRD
ENSG00000153707	ENST00000397617.8#PTPRD
ENSG00000153707	ENST00000537002.5#PTPRD
ENSG00000153707	NM_001171025.2#PTPRD
ENSG00000153707	NM_001377946.1#PTPRD
ENSG00000153707	NM_001377947.1#PTPRD
ENSG00000153707	NM_130391.4#PTPRD
ENSG00000153707	XM_006716817.5#PTPRD
ENSG00000153707	XM_006716823.4#PTPRD
ENSG00000153707	XM_006716825.5#PTPRD
ENSG00000153707	XM_006716827.5#PTPRD
ENSG00000153707	XM_017014963.3#PTPRD
ENSG00000153707	XM_017014968.3#PTPRD
ENSG00000153707	XM_017014970.3#PTPRD
ENSG00000153707	XM_017014977.3#PTPRD
ENSG00000153707	XM_017014978.3#PTPRD
ENSG00000153707	XM_017014979.3#PTPRD
ENSG00000153707	XM_017014980.3#PTPRD
ENSG00000153707	XM_047423642.1#PTPRD
ENSG00000153707	XM_047423644.1#PTPRD
ENSG00000153707	XM_047423645.1#PTPRD
ENSG00000153707	XM_047423646.1#PTPRD
ENSG00000153707	XM_047423647.1#PTPRD
ENSG00000153707	XM_047423649.1#PTPRD
ENSG00000153707	XM_047423650.1#PTPRD
ENSG00000153707	XM_047423651.1#PTPRD
ENSG00000153707	XM_047423652.1#PTPRD
ENSG00000153707	XM_047423653.1#PTPRD
ENSG00000153707	XM_047423654.1#PTPRD
ENSG00000153707	XM_047423655.1#PTPRD
ENSG00000153707	XM_047423656.1#PTPRD
ENSG00000153707	XM_047423657.1#PTPRD
ENSG00000153707	XM_047423658.1#PTPRD
ENSG00000153707	XM_047423659.1#PTPRD
ENSG00000153707	XM_047423660.1#PTPRD
ENSG00000153714	ENST00000319264.4#LURAP1L
ENSG00000153721	ENST00000607772.6#CNKSR3
ENSG00000153767	ENST00000283875.6#GTF2E1
ENSG00000153774	ENST00000283882.4#CFDP1
ENSG00000153779	ENST00000283891.6#TGIF2LX
ENSG00000153786	ENST00000313732.9#ZDHHC7
ENSG00000153786	XM_047434355.1#ZDHHC7
ENSG00000153789	ENST00000539556.6#CIBAR2
ENSG00000153789	NM_001366920.1#CIBAR2
ENSG00000153790	ENST00000283905.8#SPMIP4
ENSG00000153790	NM_001371352.1#SPMIP4
ENSG00000153802	ENST00000283916.11#TMPRSS11D
ENSG00000153814	ENST00000283928.10#JAZF1
ENSG00000153814	XM_047420026.1#JAZF1
ENSG00000153815	ENST00000537098.8#CMIP
ENSG00000153820	ENST00000392056.8#SPHKAP
ENSG00000153820	NM_030623.4#SPHKAP
ENSG00000153820	XM_006712778.5#SPHKAP
ENSG00000153822	ENST00000392671.6#KCNJ16
ENSG00000153822	XM_011524781.3#KCNJ16
ENSG00000153823	ENST00000392055.8#PID1
ENSG00000153823	NM_001330157.2#PID1
ENSG00000153823	NM_001330158.2#PID1
ENSG00000153827	ENST00000430954.6#TRIP12
ENSG00000153827	ENST00000675453.1#TRIP12
ENSG00000153827	ENST00000675903.1#TRIP12
ENSG00000153827	NM_001284214.2#TRIP12
ENSG00000153827	NM_001284215.2#TRIP12
ENSG00000153827	NM_001284216.2#TRIP12
ENSG00000153827	NM_001348319.1#TRIP12
ENSG00000153827	NM_001348321.1#TRIP12
ENSG00000153827	NM_001348331.1#TRIP12
ENSG00000153827	NM_001348333.1#TRIP12
ENSG00000153827	NM_004238.3#TRIP12
ENSG00000153827	XM_005246961.5#TRIP12
ENSG00000153827	XM_047446375.1#TRIP12
ENSG00000153827	XM_047446381.1#TRIP12
ENSG00000153832	ENST00000283946.8#FBXO36
ENSG00000153879	ENST00000284000.9#CEBPG
ENSG00000153885	ENST00000683859.1#KCTD15
ENSG00000153885	XM_047439396.1#KCTD15
ENSG00000153896	ENST00000329285.13#ZNF599
ENSG00000153898	ENST00000370608.8#MCOLN2
ENSG00000153898	NM_001330647.2#MCOLN2
ENSG00000153902	ENST00000310123.8#LGI4
ENSG00000153904	ENST00000284031.13#DDAH1
ENSG00000153904	ENST00000426972.8#DDAH1
ENSG00000153904	NM_001330655.2#DDAH1
ENSG00000153914	ENST00000334121.11#SREK1
ENSG00000153922	ENST00000614616.5#CHD1
ENSG00000153922	NM_001364113.3#CHD1
ENSG00000153922	NM_001376194.2#CHD1
ENSG00000153930	ENST00000653862.1#ANKFN1
ENSG00000153930	ENST00000682825.1#ANKFN1
ENSG00000153930	NM_153228.3#ANKFN1
ENSG00000153930	XM_011524428.2#ANKFN1
ENSG00000153933	ENST00000284061.8#DGKE
ENSG00000153933	XM_017025243.3#DGKE
ENSG00000153936	ENST00000370550.10#HS2ST1
ENSG00000153944	ENST00000284073.7#MSI2
ENSG00000153944	XM_005257015.4#MSI2
ENSG00000153944	XM_047435311.1#MSI2
ENSG00000153944	XM_047435312.1#MSI2
ENSG00000153956	ENST00000356860.8#CACNA2D1
ENSG00000153956	NM_001366867.1#CACNA2D1
ENSG00000153956	XM_005250572.4#CACNA2D1
ENSG00000153956	XM_005250573.4#CACNA2D1
ENSG00000153956	XM_005250574.4#CACNA2D1
ENSG00000153956	XM_006716118.4#CACNA2D1
ENSG00000153956	XM_006716120.4#CACNA2D1
ENSG00000153956	XM_011516571.4#CACNA2D1
ENSG00000153956	XM_011516572.4#CACNA2D1
ENSG00000153975	ENST00000368576.8#ZUP1
ENSG00000153976	ENST00000284110.2#HS3ST3A1
ENSG00000153982	ENST00000284116.9#GDPD1
ENSG00000153989	ENST00000368494.4#NUS1
ENSG00000153993	ENST00000284136.11#SEMA3D
ENSG00000153993	NM_001384901.1#SEMA3D
ENSG00000154001	ENST00000337537.8#PPP2R5E
ENSG00000154007	ENST00000284142.7#ASB17
ENSG00000154016	ENST00000284154.10#GRAP
ENSG00000154016	XM_047435154.1#GRAP
ENSG00000154025	ENST00000395645.4#SLC5A10
ENSG00000154025	NM_001270648.3#SLC5A10
ENSG00000154025	NM_001270649.2#SLC5A10
ENSG00000154027	ENST00000354567.7#AK5
ENSG00000154040	ENST00000399496.8#CABYR
ENSG00000154040	ENST00000486759.6#CABYR
ENSG00000154059	ENST00000284202.9#IMPACT
ENSG00000154065	ENST00000592179.6#ANKRD29
ENSG00000154065	NM_001308238.2#ANKRD29
ENSG00000154065	XM_011525830.3#ANKRD29
ENSG00000154065	XM_017025561.2#ANKRD29
ENSG00000154079	ENST00000370474.4#SDHAF4
ENSG00000154080	ENST00000618847.5#CHST9
ENSG00000154080	XM_047437881.1#CHST9
ENSG00000154096	ENST00000284240.10#THY1
ENSG00000154096	NM_001311162.2#THY1
ENSG00000154099	ENST00000378553.10#DNAAF1
ENSG00000154099	XM_006721129.4#DNAAF1
ENSG00000154102	ENST00000284245.9#C16orf74
ENSG00000154114	ENST00000683345.1#TBCEL
ENSG00000154118	ENST00000284262.3#JPH3
ENSG00000154122	ENST00000284268.8#ANKH
ENSG00000154124	ENST00000284274.5#OTULIN
ENSG00000154124	XM_011514151.3#OTULIN
ENSG00000154124	XM_011514154.3#OTULIN
ENSG00000154127	ENST00000284273.6#UBASH3B
ENSG00000154133	ENST00000306534.8#ROBO4
ENSG00000154134	ENST00000397801.6#ROBO3
ENSG00000154134	ENST00000538940.5#ROBO3
ENSG00000154143	ENST00000284288.3#PANX3
ENSG00000154144	ENST00000441174.8#TBRG1
ENSG00000154144	XM_005271709.5#TBRG1
ENSG00000154146	ENST00000284292.11#NRGN
ENSG00000154153	ENST00000306320.10#RETREG1
ENSG00000154153	ENST00000399793.6#RETREG1
ENSG00000154153	ENST00000683539.1#RETREG1
ENSG00000154153	ENST00000684521.1#RETREG1
ENSG00000154162	ENST00000382254.6#CDH12
ENSG00000154162	NM_001317228.1#CDH12
ENSG00000154162	XM_047416602.1#CDH12
ENSG00000154165	ENST00000284311.5#GPR15
ENSG00000154174	ENST00000284320.6#TOMM70
ENSG00000154175	ENST00000284322.10#ABI3BP
ENSG00000154175	ENST00000471714.6#ABI3BP
ENSG00000154175	ENST00000495063.6#ABI3BP
ENSG00000154175	NM_001349331.2#ABI3BP
ENSG00000154175	NM_001349332.2#ABI3BP
ENSG00000154175	NM_001365642.2#ABI3BP
ENSG00000154175	NM_001375550.1#ABI3BP
ENSG00000154175	NM_001377332.1#ABI3BP
ENSG00000154188	ENST00000297450.7#ANGPT1
ENSG00000154188	ENST00000517746.6#ANGPT1
ENSG00000154217	ENST00000580974.6#PITPNC1
ENSG00000154217	ENST00000581322.6#PITPNC1
ENSG00000154217	XM_047435746.1#PITPNC1
ENSG00000154222	ENST00000284376.8#CC2D1B
ENSG00000154222	NM_032449.3#CC2D1B
ENSG00000154227	ENST00000284382.8#CERS3
ENSG00000154227	ENST00000679737.1#CERS3
ENSG00000154229	ENST00000413366.8#PRKCA
ENSG00000154237	ENST00000388948.8#LRRK1
ENSG00000154240	ENST00000535342.7#CEP112
ENSG00000154240	ENST00000706795.1#CEP112
ENSG00000154240	NM_001353128.2#CEP112
ENSG00000154240	NM_001353129.2#CEP112
ENSG00000154240	XM_047435528.1#CEP112
ENSG00000154240	XM_047435529.1#CEP112
ENSG00000154252	ENST00000192314.7#GAL3ST2
ENSG00000154258	ENST00000340001.9#ABCA9
ENSG00000154258	ENST00000453985.6#ABCA9
ENSG00000154262	ENST00000284425.7#ABCA6
ENSG00000154263	ENST00000522787.5#ABCA10
ENSG00000154263	ENST00000690296.1#ABCA10
ENSG00000154263	NM_080282.4#ABCA10
ENSG00000154265	ENST00000392676.8#ABCA5
ENSG00000154269	ENST00000357639.8#ENPP3
ENSG00000154269	ENST00000414305.5#ENPP3
ENSG00000154274	ENST00000381980.9#C4orf19
ENSG00000154274	XM_011513713.3#C4orf19
ENSG00000154277	ENST00000284440.9#UCHL1
ENSG00000154277	ENST00000508768.5#UCHL1
ENSG00000154305	ENST00000344922.10#MIA3
ENSG00000154305	NM_001324062.2#MIA3
ENSG00000154305	NM_001324063.2#MIA3
ENSG00000154305	XM_006711304.5#MIA3
ENSG00000154309	ENST00000675850.1#DISP1
ENSG00000154310	ENST00000436636.7#TNIK
ENSG00000154310	NM_001161560.3#TNIK
ENSG00000154310	NM_001161561.3#TNIK
ENSG00000154310	NM_001161562.3#TNIK
ENSG00000154310	NM_001161563.3#TNIK
ENSG00000154310	NM_001161564.3#TNIK
ENSG00000154310	NM_001161565.3#TNIK
ENSG00000154310	NM_001161566.3#TNIK
ENSG00000154319	ENST00000284486.9#FAM167A
ENSG00000154319	XM_011543840.4#FAM167A
ENSG00000154328	ENST00000284503.7#NEIL2
ENSG00000154328	ENST00000436750.7#NEIL2
ENSG00000154330	ENST00000396396.6#PGM5
ENSG00000154342	ENST00000284523.2#WNT3A
ENSG00000154358	ENST00000422127.5#OBSCN
ENSG00000154358	ENST00000636476.2#OBSCN
ENSG00000154358	ENST00000680850.1#OBSCN
ENSG00000154358	NM_052843.4#OBSCN
ENSG00000154359	ENST00000398246.8#LONRF1
ENSG00000154370	ENST00000284551.11#TRIM11
ENSG00000154370	XM_017002412.3#TRIM11
ENSG00000154380	ENST00000366843.7#ENAH
ENSG00000154380	ENST00000366844.7#ENAH
ENSG00000154380	ENST00000635051.1#ENAH
ENSG00000154380	NM_001377481.1#ENAH
ENSG00000154380	NM_001377482.1#ENAH
ENSG00000154380	NM_001377483.1#ENAH
ENSG00000154380	NM_001420161.1#ENAH
ENSG00000154380	NM_001420162.1#ENAH
ENSG00000154380	XM_024448311.2#ENAH
ENSG00000154415	ENST00000284601.4#PPP1R3A
ENSG00000154429	ENST00000284617.7#CCSAP
ENSG00000154438	ENST00000284629.7#ASZ1
ENSG00000154438	NM_001301821.2#ASZ1
ENSG00000154447	ENST00000284637.14#SH3RF1
ENSG00000154451	ENST00000370459.8#GBP5
ENSG00000154451	NM_001391920.1#GBP5
ENSG00000154473	ENST00000368865.9#BUB3
ENSG00000154473	NM_001007793.3#BUB3
ENSG00000154478	ENST00000284674.2#GPR26
ENSG00000154479	ENST00000447353.6#CFAP210
ENSG00000154485	ENST00000368808.3#MMP21
ENSG00000154493	ENST00000488181.3#C10orf90
ENSG00000154493	NM_001004298.4#C10orf90
ENSG00000154493	NM_001350922.2#C10orf90
ENSG00000154493	XM_047424560.1#C10orf90
ENSG00000154511	ENST00000370310.5#DIPK1A
ENSG00000154511	ENST00000613902.4#DIPK1A
ENSG00000154511	ENST00000616709.4#DIPK1A
ENSG00000154518	ENST00000284727.9#ATP5MC3
ENSG00000154518	NM_001190329.2#ATP5MC3
ENSG00000154529	ENST00000341990.8#CNTNAP3B
ENSG00000154529	ENST00000377561.7#CNTNAP3B
ENSG00000154529	ENST00000612828.4#CNTNAP3B
ENSG00000154529	ENST00000617422.4#CNTNAP3B
ENSG00000154545	ENST00000471932.6#MAGED4
ENSG00000154545	NM_001098800.3#MAGED4
ENSG00000154548	ENST00000452027.3#SRSF12
ENSG00000154553	ENST00000284767.12#PDLIM3
ENSG00000154553	NM_001114107.5#PDLIM3
ENSG00000154553	NM_001257962.2#PDLIM3
ENSG00000154553	NM_001257963.2#PDLIM3
ENSG00000154556	ENST00000695409.1#SORBS2
ENSG00000154556	ENST00000706921.1#SORBS2
ENSG00000154556	NM_001145672.2#SORBS2
ENSG00000154556	NM_001145673.3#SORBS2
ENSG00000154556	NM_001270771.3#SORBS2
ENSG00000154556	NM_001394261.1#SORBS2
ENSG00000154556	NM_001394265.1#SORBS2
ENSG00000154556	NM_001394273.1#SORBS2
ENSG00000154556	NM_001394277.1#SORBS2
ENSG00000154556	NM_003603.7#SORBS2
ENSG00000154582	ENST00000520242.6#ELOC
ENSG00000154582	NM_001204857.2#ELOC
ENSG00000154589	ENST00000284818.7#LY96
ENSG00000154611	ENST00000415576.7#PSMA8
ENSG00000154620	ENST00000284856.4#TMSB4Y
ENSG00000154639	ENST00000284878.12#CXADR
ENSG00000154639	NM_001207066.2#CXADR
ENSG00000154640	ENST00000348354.7#BTG3
ENSG00000154642	ENST00000284881.9#C21orf91
ENSG00000154645	ENST00000299295.7#CHODL
ENSG00000154646	ENST00000284885.8#TMPRSS15
ENSG00000154646	NM_001428056.1#TMPRSS15
ENSG00000154646	NM_001428057.1#TMPRSS15
ENSG00000154654	ENST00000284894.8#NCAM2
ENSG00000154654	ENST00000400546.6#NCAM2
ENSG00000154654	NM_001352593.2#NCAM2
ENSG00000154654	NM_001352595.2#NCAM2
ENSG00000154655	ENST00000317931.12#L3MBTL4
ENSG00000154655	NM_001365765.2#L3MBTL4
ENSG00000154655	XM_006722364.3#L3MBTL4
ENSG00000154678	ENST00000396191.6#PDE1C
ENSG00000154678	ENST00000396193.5#PDE1C
ENSG00000154678	NM_001322058.2#PDE1C
ENSG00000154678	NM_001322059.2#PDE1C
ENSG00000154678	XM_047420444.1#PDE1C
ENSG00000154678	XM_047420446.1#PDE1C
ENSG00000154710	ENST00000284957.9#RABGEF1
ENSG00000154710	NM_001367722.1#RABGEF1
ENSG00000154710	NM_001367727.1#RABGEF1
ENSG00000154710	NM_001367737.1#RABGEF1
ENSG00000154710	NM_001367753.1#RABGEF1
ENSG00000154719	ENST00000352957.9#MRPL39
ENSG00000154719	XM_006724026.5#MRPL39
ENSG00000154721	ENST00000480456.6#JAM2
ENSG00000154721	NM_001270407.2#JAM2
ENSG00000154723	ENST00000284971.8#ATP5PF
ENSG00000154723	ENST00000400093.3#ATP5PF
ENSG00000154727	ENST00000354828.7#GABPA
ENSG00000154727	ENST00000400075.4#GABPA
ENSG00000154734	ENST00000284984.8#ADAMTS1
ENSG00000154734	ENST00000676955.1#ADAMTS1
ENSG00000154736	ENST00000284987.6#ADAMTS5
ENSG00000154743	ENST00000284995.11#TSEN2
ENSG00000154743	ENST00000679670.1#TSEN2
ENSG00000154743	ENST00000680598.1#TSEN2
ENSG00000154743	ENST00000680817.1#TSEN2
ENSG00000154743	ENST00000681140.1#TSEN2
ENSG00000154760	ENST00000285013.11#SLFN13
ENSG00000154760	XM_024450614.2#SLFN13
ENSG00000154764	ENST00000285018.5#WNT7A
ENSG00000154767	ENST00000285021.12#XPC
ENSG00000154781	ENST00000303688.8#CCDC174
ENSG00000154781	ENST00000383794.7#CCDC174
ENSG00000154783	ENST00000285046.10#FGD5
ENSG00000154783	NM_001320276.2#FGD5
ENSG00000154783	XM_011533422.2#FGD5
ENSG00000154783	XM_047447514.1#FGD5
ENSG00000154783	XM_047447515.1#FGD5
ENSG00000154803	ENST00000285071.9#FLCN
ENSG00000154803	XM_047435536.1#FLCN
ENSG00000154803	XM_047435541.1#FLCN
ENSG00000154813	ENST00000488423.2#DPH3
ENSG00000154813	NM_001047434.3#DPH3
ENSG00000154814	ENST00000285083.10#OXNAD1
ENSG00000154814	ENST00000606098.1#OXNAD1
ENSG00000154814	NM_001352978.2#OXNAD1
ENSG00000154822	ENST00000615277.5#PLCL2
ENSG00000154822	XM_017006025.2#PLCL2
ENSG00000154832	ENST00000285106.11#CXXC1
ENSG00000154832	ENST00000673786.1#CXXC1
ENSG00000154832	NM_001101654.2#CXXC1
ENSG00000154832	XM_011525940.3#CXXC1
ENSG00000154832	XM_017025718.3#CXXC1
ENSG00000154839	ENST00000285116.8#SKA1
ENSG00000154845	ENST00000400555.7#PPP4R1
ENSG00000154845	ENST00000400556.8#PPP4R1
ENSG00000154845	XM_047437974.1#PPP4R1
ENSG00000154845	XM_047437975.1#PPP4R1
ENSG00000154845	XM_047437978.1#PPP4R1
ENSG00000154845	XM_047437979.1#PPP4R1
ENSG00000154856	ENST00000355285.10#APCDD1
ENSG00000154864	ENST00000674853.1#PIEZO2
ENSG00000154864	XM_011525725.4#PIEZO2
ENSG00000154864	XM_047437735.1#PIEZO2
ENSG00000154889	ENST00000588072.6#MPPE1
ENSG00000154889	XM_006722346.4#MPPE1
ENSG00000154889	XM_047437745.1#MPPE1
ENSG00000154914	ENST00000285199.12#USP43
ENSG00000154914	NM_001267576.2#USP43
ENSG00000154917	ENST00000285208.9#RAB6B
ENSG00000154920	ENST00000338165.9#EME1
ENSG00000154920	XM_017024236.3#EME1
ENSG00000154928	ENST00000398015.8#EPHB1
ENSG00000154930	ENST00000323482.9#ACSS1
ENSG00000154930	NM_001252675.2#ACSS1
ENSG00000154930	XM_006723659.2#ACSS1
ENSG00000154945	ENST00000285243.7#ANKRD40
ENSG00000154957	ENST00000580306.7#ZNF18
ENSG00000154957	XM_024450911.2#ZNF18
ENSG00000154975	ENST00000442502.6#CA10
ENSG00000154975	ENST00000451037.7#CA10
ENSG00000154978	ENST00000285279.10#VOPP1
ENSG00000154978	NM_001321246.2#VOPP1
ENSG00000154997	ENST00000388975.4#SEPTIN14
ENSG00000155008	ENST00000373173.7#APOOL
ENSG00000155011	ENST00000285311.8#DKK2
ENSG00000155016	ENST00000332884.11#CYP2U1
ENSG00000155026	ENST00000404406.6#RSPH10B
ENSG00000155026	XM_005249659.5#RSPH10B
ENSG00000155026	XM_011515204.3#RSPH10B
ENSG00000155026	XM_011515208.4#RSPH10B
ENSG00000155026	XM_011515209.4#RSPH10B
ENSG00000155034	ENST00000382368.8#FBXL18
ENSG00000155052	ENST00000682447.1#CNTNAP5
ENSG00000155052	XM_017003316.2#CNTNAP5
ENSG00000155066	ENST00000317620.14#PROM2
ENSG00000155066	ENST00000317668.8#PROM2
ENSG00000155085	ENST00000424296.7#AK9
ENSG00000155087	ENST00000285402.4#ODF1
ENSG00000155090	ENST00000285407.11#KLF10
ENSG00000155093	ENST00000389418.9#PTPRN2
ENSG00000155093	NM_001308267.2#PTPRN2
ENSG00000155093	NM_130842.4#PTPRN2
ENSG00000155093	NM_130843.4#PTPRN2
ENSG00000155093	XM_047420678.1#PTPRN2
ENSG00000155093	XM_047420679.1#PTPRN2
ENSG00000155096	ENST00000337198.10#AZIN1
ENSG00000155096	ENST00000682969.1#AZIN1
ENSG00000155096	ENST00000684566.1#AZIN1
ENSG00000155096	NM_001363012.1#AZIN1
ENSG00000155097	ENST00000395862.7#ATP6V1C1
ENSG00000155097	ENST00000518738.2#ATP6V1C1
ENSG00000155099	ENST00000285419.8#PIP4P2
ENSG00000155100	ENST00000285420.8#OTUD6B
ENSG00000155100	ENST00000404789.8#OTUD6B
ENSG00000155111	ENST00000368911.8#CDK19
ENSG00000155111	NM_001300960.2#CDK19
ENSG00000155111	XM_047418469.1#CDK19
ENSG00000155111	XM_047418471.1#CDK19
ENSG00000155115	ENST00000329970.8#GTF3C6
ENSG00000155158	ENST00000512701.7#TTC39B
ENSG00000155158	NM_001168339.2#TTC39B
ENSG00000155158	NM_001168341.2#TTC39B
ENSG00000155189	ENST00000285518.11#AGPAT5
ENSG00000155229	ENST00000355839.10#MMS19
ENSG00000155229	ENST00000438925.7#MMS19
ENSG00000155229	NM_001289405.2#MMS19
ENSG00000155229	NM_001330128.2#MMS19
ENSG00000155229	XM_006717944.5#MMS19
ENSG00000155229	XM_017016518.3#MMS19
ENSG00000155229	XM_017016521.3#MMS19
ENSG00000155229	XM_047425622.1#MMS19
ENSG00000155229	XM_047425623.1#MMS19
ENSG00000155249	ENST00000641172.1#OR4K1
ENSG00000155249	XM_011537153.3#OR4K1
ENSG00000155252	ENST00000370631.4#PI4K2A
ENSG00000155254	ENST00000285605.8#MARVELD1
ENSG00000155256	ENST00000337540.11#ZFYVE27
ENSG00000155256	ENST00000357540.8#ZFYVE27
ENSG00000155256	ENST00000370613.7#ZFYVE27
ENSG00000155256	ENST00000393677.8#ZFYVE27
ENSG00000155256	ENST00000684270.1#ZFYVE27
ENSG00000155256	NM_001002262.4#ZFYVE27
ENSG00000155256	NM_001385877.1#ZFYVE27
ENSG00000155256	NM_001385889.1#ZFYVE27
ENSG00000155256	NM_001385908.1#ZFYVE27
ENSG00000155256	NM_001385918.1#ZFYVE27
ENSG00000155265	ENST00000370602.6#GOLGA7B
ENSG00000155269	ENST00000382487.5#GPR78
ENSG00000155275	ENST00000389737.5#TRMT44
ENSG00000155287	ENST00000370495.6#SLC25A28
ENSG00000155304	ENST00000285667.4#HSPA13
ENSG00000155307	ENST00000400566.6#SAMSN1
ENSG00000155307	NM_001256370.2#SAMSN1
ENSG00000155307	NM_001395857.1#SAMSN1
ENSG00000155307	XM_011529684.3#SAMSN1
ENSG00000155313	ENST00000400183.7#USP25
ENSG00000155313	NM_001283042.3#USP25
ENSG00000155313	NM_013396.6#USP25
ENSG00000155324	ENST00000285689.8#GRAMD2B
ENSG00000155324	NM_001349541.2#GRAMD2B
ENSG00000155324	XM_005272057.5#GRAMD2B
ENSG00000155324	XM_005272058.5#GRAMD2B
ENSG00000155329	ENST00000324170.7#ZCCHC10
